"order, bits_sent, raw_edgename"
0,2048.0,resnet_v2_101/block1/unit_1/bottleneck_v2/conv2/BatchNorm/beta/read
1,8192.0,resnet_v2_101/block1/unit_3/bottleneck_v2/preact/beta/read
2,18874368.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/weights/read
3,2048.0,resnet_v2_101/block1/unit_3/bottleneck_v2/conv2/BatchNorm/beta/read
4,16384.0,resnet_v2_101/block2/unit_1/bottleneck_v2/conv3/biases/read
5,4096.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read
6,16384.0,resnet_v2_101/block2/unit_3/bottleneck_v2/conv3/biases/read
7,4096.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv2/BatchNorm/gamma/read
8,18874368.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/weights/read
9,32.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
10,32.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
11,18874368.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/weights/read
12,32.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
13,32.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
14,18874368.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/weights/read
15,32.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
16,32.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
17,18874368.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/weights/read
18,32.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
19,32.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
20,18874368.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/weights/read
21,32.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
22,32.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
23,18874368.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/weights/read
24,32.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
25,32.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
26,18874368.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/weights/read
27,32.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
28,32.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
29,18874368.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/weights/read
30,32.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
31,32.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
32,18874368.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/weights/read
33,32.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
34,32.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
35,18874368.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/weights/read
36,32.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
37,32.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
38,32.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
39,32.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
