"order, bits_sent, raw_edgename"
0,16384.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv2/BatchNorm/beta/read
1,65536.0,resnet_v2_101/block4/unit_3/bottleneck_v2/preact/beta/read
2,16384.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv2/BatchNorm/beta/read
3,4718592.0,resnet_v2_101/block2/unit_3/bottleneck_v2/conv2/weights/read
4,8192.0,resnet_v2_101/block1/unit_1/bottleneck_v2/conv3/biases/read
5,2048.0,resnet_v2_101/block1/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read
6,8192.0,resnet_v2_101/block1/unit_3/bottleneck_v2/conv3/biases/read
7,4718592.0,resnet_v2_101/block2/unit_1/bottleneck_v2/conv2/weights/read
8,32.0,resnet_v2_101/block2/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
9,32.0,resnet_v2_101/block2/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
10,32.0,resnet_v2_101/block2/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
11,32.0,resnet_v2_101/block2/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
