"order, bits_sent, raw_edgename"
0,33554432.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv1/weights/read
1,32.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
2,32.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
3,16777216.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv1/weights/read
4,32.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
5,32.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
6,8388608.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv3/weights/read
7,4096.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv1/BatchNorm/beta/read
8,16384.0,resnet_v2_101/block2/unit_3/bottleneck_v2/preact/gamma/read
9,4096.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv1/BatchNorm/beta/read
10,16384.0,resnet_v2_101/block3/unit_1/bottleneck_v2/preact/gamma/read
11,8192.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv1/BatchNorm/gamma/read
12,8388608.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv3/weights/read
13,32.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
14,32.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
15,8192.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv1/BatchNorm/gamma/read
16,8388608.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv3/weights/read
17,32.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
18,32.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
19,8192.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv1/BatchNorm/gamma/read
20,8388608.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv3/weights/read
21,32.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
22,32.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
23,8192.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv1/BatchNorm/gamma/read
24,8388608.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv3/weights/read
25,32.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
26,32.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
27,8192.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv1/BatchNorm/gamma/read
28,8388608.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv3/weights/read
29,32.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
30,32.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
31,8192.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv1/BatchNorm/gamma/read
32,8388608.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv3/weights/read
33,32.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
34,32.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
35,8192.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv1/BatchNorm/gamma/read
36,8388608.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv3/weights/read
37,32.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
38,32.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
39,8192.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv1/BatchNorm/gamma/read
40,8388608.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv3/weights/read
41,32.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
42,32.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
43,8192.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv1/BatchNorm/gamma/read
44,8388608.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv3/weights/read
45,32.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
46,32.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
47,8192.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv1/BatchNorm/gamma/read
48,8388608.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv3/weights/read
49,32.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
50,32.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
51,8192.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv1/BatchNorm/gamma/read
52,32.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
53,32.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
