"order, bits_sent, raw_edgename"
0,32032.0,resnet_v2_101/logits/biases/read
1,75497472.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv2/weights/read
2,32.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
3,32.0,resnet_v2_101/block4/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
4,75497472.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv2/weights/read
5,8192.0,resnet_v2_101/block1/unit_1/bottleneck_v2/shortcut/biases/read
6,16384.0,resnet_v2_101/block2/unit_2/bottleneck_v2/preact/beta/read
7,4096.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv2/BatchNorm/beta/read
8,16384.0,resnet_v2_101/block2/unit_4/bottleneck_v2/preact/beta/read
9,4096.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv2/BatchNorm/beta/read
10,32768.0,resnet_v2_101/block3/unit_1/bottleneck_v2/conv3/biases/read
11,8192.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read
12,32768.0,resnet_v2_101/block3/unit_3/bottleneck_v2/conv3/biases/read
13,8192.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/BatchNorm/gamma/read
14,32768.0,resnet_v2_101/block3/unit_5/bottleneck_v2/conv3/biases/read
15,8192.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/BatchNorm/gamma/read
16,32.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
17,32.0,resnet_v2_101/block4/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
18,32768.0,resnet_v2_101/block3/unit_23/bottleneck_v2/conv3/biases/read
19,8192.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/BatchNorm/gamma/read
20,32768.0,resnet_v2_101/block3/unit_21/bottleneck_v2/conv3/biases/read
21,8192.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/BatchNorm/gamma/read
22,32768.0,resnet_v2_101/block3/unit_19/bottleneck_v2/conv3/biases/read
23,8192.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/BatchNorm/gamma/read
24,32768.0,resnet_v2_101/block3/unit_17/bottleneck_v2/conv3/biases/read
25,8192.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/BatchNorm/gamma/read
26,32768.0,resnet_v2_101/block3/unit_15/bottleneck_v2/conv3/biases/read
27,8192.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/BatchNorm/gamma/read
28,32768.0,resnet_v2_101/block3/unit_13/bottleneck_v2/conv3/biases/read
29,8192.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/BatchNorm/gamma/read
30,32768.0,resnet_v2_101/block3/unit_11/bottleneck_v2/conv3/biases/read
31,8192.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/BatchNorm/gamma/read
32,32768.0,resnet_v2_101/block3/unit_9/bottleneck_v2/conv3/biases/read
33,8192.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/BatchNorm/gamma/read
34,32768.0,resnet_v2_101/block3/unit_7/bottleneck_v2/conv3/biases/read
