"order, bits_sent, raw_edgename"
0,65536.0,resnet_v2_101/postnorm/beta/read
1,16384.0,resnet_v2_101/block4/unit_2/bottleneck_v2/conv2/BatchNorm/beta/read
2,65536.0,resnet_v2_101/block4/unit_2/bottleneck_v2/preact/beta/read
3,4718592.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv2/weights/read
4,32.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
5,32.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
6,4718592.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv2/weights/read
7,32.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
8,32.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
9,2048.0,resnet_v2_101/block1/unit_3/bottleneck_v2/conv2/BatchNorm/gamma/read
10,8192.0,resnet_v2_101/block1/unit_2/bottleneck_v2/conv3/biases/read
11,2048.0,resnet_v2_101/block1/unit_1/bottleneck_v2/conv2/BatchNorm/gamma/read
12,2048.0,resnet_v2_101/block1/unit_1/bottleneck_v2/preact/beta/read
13,32768.0,resnet_v2_101/block3/unit_1/bottleneck_v2/shortcut/biases/read
