"relative_time, bits_sent, raw_edgename"
0,55296.0,conv0/weights/read
1,32.0,conv0/weights/Regularizer/L2Regularizer/value
2,32.0,conv0/weights/Regularizer/L2Regularizer/L2Loss
3,1179648.0,conv1/weights/read
4,32.0,conv1/weights/Regularizer/L2Regularizer/value
5,32.0,conv1/weights/Regularizer/L2Regularizer/L2Loss
6,2359296.0,conv2/weights/read
7,32.0,conv2/weights/Regularizer/L2Regularizer/value
8,32.0,conv2/weights/Regularizer/L2Regularizer/L2Loss
9,4718592.0,conv3/weights/read
10,32.0,conv3/weights/Regularizer/L2Regularizer/value
11,32.0,conv3/weights/Regularizer/L2Regularizer/L2Loss
12,9437184.0,conv4/weights/read
13,32.0,conv4/weights/Regularizer/L2Regularizer/value
14,32.0,conv4/weights/Regularizer/L2Regularizer/L2Loss
15,18874368.0,conv5/weights/read
16,32.0,conv5/weights/Regularizer/L2Regularizer/value
17,32.0,conv5/weights/Regularizer/L2Regularizer/L2Loss
18,18874368.0,conv6/weights/read
19,32.0,conv6/weights/Regularizer/L2Regularizer/value
20,32.0,conv6/weights/Regularizer/L2Regularizer/L2Loss
21,37748736.0,conv7/weights/read
22,32.0,conv7/weights/Regularizer/L2Regularizer/value
23,32.0,conv7/weights/Regularizer/L2Regularizer/L2Loss
24,75497472.0,conv8/weights/read
25,32.0,conv8/weights/Regularizer/L2Regularizer/value
26,32.0,conv8/weights/Regularizer/L2Regularizer/L2Loss
27,75497472.0,conv9/weights/read
28,32.0,conv9/weights/Regularizer/L2Regularizer/value
29,32.0,conv9/weights/Regularizer/L2Regularizer/L2Loss
30,75497472.0,conv10/weights/read
31,32.0,conv10/weights/Regularizer/L2Regularizer/value
32,32.0,conv10/weights/Regularizer/L2Regularizer/L2Loss
33,75497472.0,conv11/weights/read
34,32.0,conv11/weights/Regularizer/L2Regularizer/value
35,32.0,conv11/weights/Regularizer/L2Regularizer/L2Loss
36,75497472.0,conv12/weights/read
37,32.0,conv12/weights/Regularizer/L2Regularizer/value
38,32.0,conv12/weights/Regularizer/L2Regularizer/L2Loss
39,5435817984.0,fc1/weights/read
40,32.0,fc1/weights/Regularizer/L2Regularizer/value
41,32.0,fc1/weights/Regularizer/L2Regularizer/L2Loss
42,131203072.0,logits/weights/read
43,32.0,logits/weights/Regularizer/L2Regularizer/value
44,32.0,logits/weights/Regularizer/L2Regularizer/L2Loss
