inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,message_size,scattercast,tor_send_rate,latency,gswitch_inbuffer_size,horovod,num_gswitches,use_multicast,json,in_network_computation,fwd_pass_time,worker_send_rate,worker_inbuffer_size,step_num,butterfly,num_ps,real_distribution,striping,worker_recv_rate,num_workers,worker_receive_time,iteration_time,two_step,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,forward_pass_as_bytes,latency_distribution,model_name,optimal_param_distribution
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,41,0,1,0,2,10.0,32,"[4.565027884799299, 4.565027891199299, 4.565027897599299, 4.565027903999298, 4.5650279167992975, 4.565027923199297, 4.565027929599297, 4.5650279359992965, 4.565027942399296, 4.565027948799296, 4.565027955199295, 4.565027961599295, 4.565027967999295, 4.565027974399294, 4.565027980799294, 4.565027987199294, 4.565027993599293, 4.565027999999293, 4.5650280063992925, 4.565028012799292, 4.565028019199292, 4.565028025599291, 4.565028031999291, 4.565028038399291, 4.56502804479929, 4.56502805119929, 4.56502805759929, 4.565028063999289, 4.565028070399289, 4.565028076799289, 4.565028083199288, 4.565264127999249]",4.931108217599291,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,41,0,0,0,2,10.0,32,[],0.6565320511999881,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,42,0,1,0,2,10.0,32,"[4.565027884799299, 4.565027891199299, 4.565027897599299, 4.565027903999298, 4.565027910399298, 4.5650279167992975, 4.565027923199297, 4.565027929599297, 4.5650279359992965, 4.565027942399296, 4.565027948799296, 4.565027955199295, 4.565027961599295, 4.565027967999295, 4.565027974399294, 4.565027980799294, 4.565027987199294, 4.565027993599293, 4.5650280063992925, 4.565028012799292, 4.565028019199292, 4.565028025599291, 4.565028031999291, 4.565028038399291, 4.56502804479929, 4.56502805119929, 4.56502805759929, 4.565028070399289, 4.565028076799289, 4.565028083199288, 4.5650284991992836, 4.565264127999249]",4.941108422399291,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,42,0,0,0,2,10.0,32,[],0.636349004799988,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,43,0,1,0,2,10.0,32,"[4.565027884799299, 4.565027891199299, 4.565027897599299, 4.565027903999298, 4.565027910399298, 4.5650279167992975, 4.565027923199297, 4.565027929599297, 4.5650279359992965, 4.565027942399296, 4.565027948799296, 4.565027955199295, 4.565027961599295, 4.565027967999295, 4.565027974399294, 4.565027980799294, 4.565027987199294, 4.565027999999293, 4.5650280063992925, 4.565028012799292, 4.565028019199292, 4.565028031999291, 4.565028038399291, 4.56502804479929, 4.56502805119929, 4.56502805759929, 4.565028063999289, 4.565028070399289, 4.565028076799289, 4.565028083199288, 4.5650284991992836, 4.565264127999249]",4.9391084799992875,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,43,0,0,0,2,10.0,32,[],0.6424250879999887,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,44,0,1,0,2,10.0,32,"[4.565027884799299, 4.565027891199299, 4.565027897599299, 4.565027903999298, 4.565027910399298, 4.5650279167992975, 4.565027929599297, 4.5650279359992965, 4.565027942399296, 4.565027948799296, 4.565027955199295, 4.565027961599295, 4.565027967999295, 4.565027974399294, 4.565027980799294, 4.565027987199294, 4.565027999999293, 4.5650280063992925, 4.565028012799292, 4.565028019199292, 4.565028025599291, 4.565028031999291, 4.565028038399291, 4.56502804479929, 4.56502805119929, 4.56502805759929, 4.565028063999289, 4.565028070399289, 4.565028076799289, 4.565028083199288, 4.5650284991992836, 4.565264127999249]",4.947108447999289,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,44,0,0,0,2,10.0,32,[],0.6573655199999894,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,45,0,1,0,2,10.0,32,"[4.565027884799299, 4.565027891199299, 4.565027897599299, 4.565027903999298, 4.565027910399298, 4.5650279167992975, 4.565027923199297, 4.565027929599297, 4.565027942399296, 4.565027948799296, 4.565027955199295, 4.565027961599295, 4.565027967999295, 4.565027974399294, 4.565027980799294, 4.565027987199294, 4.565027993599293, 4.565027999999293, 4.5650280063992925, 4.565028012799292, 4.565028019199292, 4.565028025599291, 4.565028038399291, 4.56502804479929, 4.56502805119929, 4.56502805759929, 4.565028063999289, 4.565028070399289, 4.565028076799289, 4.565028083199288, 4.5650284991992836, 4.565264127999249]",4.936108428799291,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,16000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,45,0,0,0,2,10.0,32,[],0.6502529471999902,0,12000000.0,0.0002,10.0,1,,1,1,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,0,none,resnet-101,0
