inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,iteration_time,tor_send_rate,latency,gswitch_inbuffer_size,num_gswitches,use_multicast,json,in_network_computation,fwd_pass_time,worker_send_rate,worker_inbuffer_size,step_num,num_ps,striping,worker_recv_rate,num_workers,worker_receive_time,fw_pass_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,latency_distribution,model_name,optimal_param_distribution
0,25.0,distribution_csv/vgg16/,-1,2.6340402687874125,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,1,1,10,2,"[1.317014652798263, 1.317020239998263]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,2.633876038387413,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,2,1,10,2,"[1.316925567998264, 1.316937561598264]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,2.46069333118885,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,4,1,10,2,"[1.2095513759991499, 1.2095633663991496]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,2.330584255989915,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,8,1,10,2,"[1.1318669471997906, 1.1318789375997904]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,5.2640509375657105,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,1,1,10,4,"[2.6320164927874106, 2.6320228991874104, 2.6320252703874116, 2.6320261023874103]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,5.263713859165712,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,2,1,10,4,"[2.631851132787411, 2.631851135987411, 2.6318511391874106, 2.631863116787412]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,4.8495432799691365,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,4,1,10,4,"[2.4171027423891833, 2.417102745589183, 2.417102748789183, 2.417114726389184]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,4.536629318371713,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,8,1,10,4,"[2.261733884790466, 2.261733887990466, 2.261733891190466, 2.261745868790467]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,10.524077913522385,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,1,1,10,8,"[5.262026579165731, 5.262029782365731, 5.262032985565732, 5.262036188765732, 5.2620393919657324, 5.262042595165733, 5.262045798365733, 5.2620490015657335]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,10.523415708722357,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,2,1,10,8,"[5.261702252765729, 5.261702255965729, 5.261702259165729, 5.26170226236573, 5.26170226556573, 5.2617022719657305, 5.261702275165731, 5.261714227165727]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,9.664422198329438,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,4,1,10,8,"[4.832205471969266, 4.832205475169267, 4.832205478369267, 4.832205481569267, 4.8322054847692675, 4.832205487969268, 4.832205491169268, 4.832217446369264]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,9.05609689913444,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,8,1,10,8,"[4.521467756771825, 4.521467759971825, 4.521467763171826, 4.521467766371826, 4.521467772771826, 4.521467775971827, 4.521467779171827, 4.521479731171823]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,15.784107260678988,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,1,1,10,12,"[7.89203666554404, 7.892039868744041, 7.892043071944041, 7.8920462751440414, 7.892049478344042, 7.892052681544042, 7.8920558847440425, 7.892059087944043, 7.892062291144043, 7.892065494344044, 7.892068697544044, 7.892071900744044]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,15.783117567878962,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,2,1,10,12,"[7.891553375944038, 7.891553379144038, 7.891553382344038, 7.8915533855440385, 7.891553388744039, 7.891553391944039, 7.891553395144039, 7.89155339834404, 7.89155340154404, 7.89155340794404, 7.891553411144041, 7.891565337544034]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,14.494627292689602,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,4,1,10,12,"[7.247308204749344, 7.247308207949344, 7.2473082111493445, 7.247308214349345, 7.247308217549345, 7.247308220749345, 7.247308223949346, 7.247308227149346, 7.247308230349346, 7.247308233549346, 7.247308236749347, 7.247320166349341]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,13.629251593496715,25.0,0.001,-1,4,0,json/vgg16_param_ps_assignment.json,0,0.169,10,-1,28,8,1,10,12,"[6.78120163515318, 6.78120163835318, 6.781201641553181, 6.781201644753181, 6.781201647953181, 6.781201651153181, 6.781201654353182, 6.781201657553182, 6.781201660753182, 6.7812016639531825, 6.781201667153183, 6.7812135935531765]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
0,25.0,distribution_csv/vgg16/,-1,1.863601935993751,25.0,0.001,-1,4,1,json/vgg16_param_ps_assignment.json,1,0.169,10,-1,28,1,1,10,2,"[0.6595177248005213, 0.6595177248005213]",0.169,120000.0,0.0002,10,1,,1,1,25.0,25.0,-1,0.0,csv/vgg16/,3000.0,10,none,vgg16,0
