"order, bits_sent, raw_edgename"
0,6144.0,mixed_17x17x768e/branch7x7/Conv/BatchNorm/beta/read
1,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_1/BatchNorm/beta/read
2,6144.0,mixed_17x17x768e/branch_pool/Conv/BatchNorm/beta/read
3,6144.0,mixed_17x17x768d/branch7x7/Conv_2/BatchNorm/beta/read
4,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_3/BatchNorm/beta/read
5,5120.0,mixed_17x17x768c/branch7x7/Conv/BatchNorm/beta/read
6,5120.0,mixed_17x17x768c/branch7x7dbl/Conv_1/BatchNorm/beta/read
7,6144.0,mixed_17x17x768c/branch_pool/Conv/BatchNorm/beta/read
8,6144.0,mixed_17x17x768b/branch7x7/Conv_2/BatchNorm/beta/read
9,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_3/BatchNorm/beta/read
10,3072.0,mixed_17x17x768a/branch3x3dbl/Conv_2/BatchNorm/beta/read
11,2048.0,mixed_35x35x288b/branch5x5/Conv_1/BatchNorm/beta/read
12,2048.0,mixed_35x35x288b/branch_pool/Conv/BatchNorm/beta/read
13,1536.0,mixed_35x35x288a/branch5x5/Conv/BatchNorm/beta/read
14,3072.0,mixed_35x35x288a/branch3x3dbl/Conv_2/BatchNorm/beta/read
15,2048.0,mixed_35x35x256a/branch1x1/Conv/BatchNorm/beta/read
16,3072.0,mixed_35x35x256a/branch3x3dbl/Conv_1/BatchNorm/beta/read
17,1024.0,conv1/BatchNorm/beta/read
