"order, bits_sent, raw_edgename"
0,32032.0,aux_logits/FC/biases/read
1,6144.0,mixed_17x17x768e/branch1x1/Conv/BatchNorm/beta/read
2,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_4/BatchNorm/beta/read
3,6144.0,mixed_17x17x768e/branch7x7dbl/Conv/BatchNorm/beta/read
4,5120.0,mixed_17x17x768d/branch7x7/Conv_1/BatchNorm/beta/read
5,1024.0,conv0/BatchNorm/beta/read
6,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_2/BatchNorm/beta/read
7,6144.0,conv4/BatchNorm/beta/read
8,6144.0,mixed_17x17x768c/branch1x1/Conv/BatchNorm/beta/read
9,6144.0,mixed_17x17x768c/branch7x7dbl/Conv_4/BatchNorm/beta/read
10,5120.0,mixed_17x17x768c/branch7x7dbl/Conv/BatchNorm/beta/read
11,4096.0,mixed_17x17x768b/branch7x7/Conv_1/BatchNorm/beta/read
12,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_2/BatchNorm/beta/read
13,3072.0,mixed_17x17x768a/branch3x3dbl/Conv_1/BatchNorm/beta/read
14,1536.0,mixed_35x35x288b/branch5x5/Conv/BatchNorm/beta/read
15,3072.0,mixed_35x35x288b/branch3x3dbl/Conv_2/BatchNorm/beta/read
16,2048.0,mixed_35x35x288a/branch1x1/Conv/BatchNorm/beta/read
17,3072.0,mixed_35x35x288a/branch3x3dbl/Conv_1/BatchNorm/beta/read
18,2048.0,mixed_35x35x256a/branch3x3dbl/Conv/BatchNorm/beta/read
