"order, bits_sent, raw_edgename"
0,78643200.0,aux_logits/Conv/weights/read
1,32.0,aux_logits/Conv/weights/Regularizer/L2Regularizer/value
2,32.0,aux_logits/Conv/weights/Regularizer/L2Regularizer/L2Loss
3,8257536.0,mixed_17x17x768e/branch7x7/Conv_2/weights/read
4,32.0,mixed_17x17x768e/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
5,32.0,mixed_17x17x768e/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
6,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/read
7,32.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
8,32.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
9,32.0,mixed_17x17x768d/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
10,32.0,mixed_17x17x768d/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
11,3932160.0,mixed_17x17x768d/branch7x7/Conv/weights/read
12,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/read
13,32.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
14,32.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
15,6881280.0,mixed_17x17x768c/branch7x7/Conv_2/weights/read
16,4718592.0,mixed_17x17x768d/branch_pool/Conv/weights/read
17,32.0,mixed_17x17x768c/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
18,32.0,mixed_17x17x768c/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
19,5734400.0,mixed_17x17x768c/branch7x7dbl/Conv_3/weights/read
20,32.0,mixed_17x17x768d/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
21,32.0,mixed_17x17x768d/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
22,32.0,mixed_17x17x768c/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
23,32.0,mixed_17x17x768c/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
24,4718592.0,mixed_17x17x768b/branch_pool/Conv/weights/read
25,32.0,mixed_17x17x768b/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
26,32.0,mixed_17x17x768b/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
27,3145728.0,mixed_17x17x768b/branch7x7/Conv/weights/read
28,3670016.0,mixed_17x17x768b/branch7x7dbl/Conv_1/weights/read
29,32.0,mixed_17x17x768b/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
30,32.0,mixed_17x17x768b/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
31,32.0,mixed_17x17x768a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/value
32,32.0,mixed_17x17x768a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
33,589824.0,mixed_17x17x768a/branch3x3dbl/Conv/weights/read
34,32.0,mixed_35x35x288b/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
35,32.0,mixed_35x35x288b/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
36,589824.0,mixed_35x35x288b/branch1x1/Conv/weights/read
37,1769472.0,mixed_35x35x288b/branch3x3dbl/Conv_1/weights/read
38,32.0,mixed_35x35x288b/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/value
39,32.0,mixed_35x35x288b/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
40,32.0,mixed_35x35x288a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/value
41,32.0,mixed_35x35x288a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
42,524288.0,mixed_35x35x288a/branch3x3dbl/Conv/weights/read
43,2457600.0,mixed_35x35x256a/branch5x5/Conv_1/weights/read
44,32.0,mixed_35x35x256a/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/value
45,32.0,mixed_35x35x256a/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
46,163840.0,conv3/weights/read
47,32.0,conv3/weights/Regularizer/L2Regularizer/value
48,32.0,conv3/weights/Regularizer/L2Regularizer/L2Loss
49,196608.0,mixed_35x35x256a/branch_pool/Conv/weights/read
50,32.0,mixed_35x35x256a/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
51,32.0,mixed_35x35x256a/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
52,32.0,mixed_17x17x768b/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
53,32.0,mixed_17x17x768b/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
