"order, bits_sent, raw_edgename"
0,32.0,aux_logits/proj/weights/Regularizer/L2Regularizer/value
1,32.0,aux_logits/proj/weights/Regularizer/L2Regularizer/L2Loss
2,3145728.0,aux_logits/proj/weights/read
3,8257536.0,mixed_17x17x768e/branch7x7/Conv_1/weights/read
4,32.0,mixed_17x17x768e/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/value
5,32.0,mixed_17x17x768e/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
6,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_2/weights/read
7,32.0,mixed_17x17x768e/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/value
8,32.0,mixed_17x17x768e/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
9,32.0,mixed_17x17x768d/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
10,32.0,mixed_17x17x768d/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
11,4718592.0,mixed_17x17x768d/branch1x1/Conv/weights/read
12,32.0,mixed_17x17x768d/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/value
13,32.0,mixed_17x17x768d/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
14,3932160.0,mixed_17x17x768d/branch7x7dbl/Conv/weights/read
15,6881280.0,mixed_17x17x768d/branch7x7dbl/Conv_4/weights/read
16,32.0,mixed_17x17x768d/branch7x7dbl/Conv_4/weights/Regularizer/L2Regularizer/value
17,32.0,mixed_17x17x768d/branch7x7dbl/Conv_4/weights/Regularizer/L2Regularizer/L2Loss
18,5734400.0,mixed_17x17x768c/branch7x7/Conv_1/weights/read
19,32.0,mixed_17x17x768c/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/value
20,32.0,mixed_17x17x768c/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
21,5734400.0,mixed_17x17x768c/branch7x7dbl/Conv_2/weights/read
22,32.0,mixed_17x17x768c/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/value
23,32.0,mixed_17x17x768c/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
24,32.0,mixed_17x17x768b/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
25,32.0,mixed_17x17x768b/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
26,4718592.0,mixed_17x17x768b/branch1x1/Conv/weights/read
27,32.0,mixed_17x17x768b/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/value
28,32.0,mixed_17x17x768b/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
29,3145728.0,mixed_17x17x768b/branch7x7dbl/Conv/weights/read
30,5505024.0,mixed_17x17x768b/branch7x7dbl/Conv_4/weights/read
31,32.0,mixed_17x17x768b/branch7x7dbl/Conv_4/weights/Regularizer/L2Regularizer/value
32,32.0,mixed_17x17x768b/branch7x7dbl/Conv_4/weights/Regularizer/L2Regularizer/L2Loss
33,32.0,mixed_17x17x768a/branch3x3/Conv/weights/Regularizer/L2Regularizer/value
34,32.0,mixed_17x17x768a/branch3x3/Conv/weights/Regularizer/L2Regularizer/L2Loss
35,31850496.0,mixed_17x17x768a/branch3x3/Conv/weights/read
36,32.0,mixed_35x35x288b/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/value
37,32.0,mixed_35x35x288b/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
38,589824.0,mixed_35x35x288b/branch3x3dbl/Conv/weights/read
39,2457600.0,mixed_35x35x288a/branch5x5/Conv_1/weights/read
40,32.0,mixed_35x35x288a/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/value
41,32.0,mixed_35x35x288a/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
42,32.0,mixed_35x35x256a/branch5x5/Conv/weights/Regularizer/L2Regularizer/value
43,32.0,mixed_35x35x256a/branch5x5/Conv/weights/Regularizer/L2Regularizer/L2Loss
44,294912.0,mixed_35x35x256a/branch5x5/Conv/weights/read
45,2654208.0,mixed_35x35x256a/branch3x3dbl/Conv_2/weights/read
46,32.0,mixed_35x35x256a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/value
47,32.0,mixed_35x35x256a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
48,589824.0,conv2/weights/read
49,32.0,conv2/weights/Regularizer/L2Regularizer/value
50,32.0,conv2/weights/Regularizer/L2Regularizer/L2Loss
51,524288.0,mixed_35x35x288a/branch_pool/Conv/weights/read
52,32.0,mixed_35x35x288a/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
53,32.0,mixed_35x35x288a/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
