"order, bits_sent, raw_edgename"
0,32.0,resnet_v2_200/block1/unit_1/bottleneck_v2/shortcut/kernel/Regularizer/l2_regularizer
1,32.0,resnet_v2_200/block1/unit_1/bottleneck_v2/shortcut/kernel/Regularizer/l2_regularizer/L2Loss
2,524288.0,resnet_v2_200/block1/unit_1/bottleneck_v2/shortcut/weights/read
3,4096.0,resnet_v2_200/block2/unit_1/bottleneck_v2/conv1/BatchNorm/beta/read
4,16384.0,resnet_v2_200/block2/unit_2/bottleneck_v2/preact/gamma/read
5,4096.0,resnet_v2_200/block2/unit_3/bottleneck_v2/conv1/BatchNorm/beta/read
6,16384.0,resnet_v2_200/block2/unit_4/bottleneck_v2/preact/gamma/read
7,4096.0,resnet_v2_200/block2/unit_5/bottleneck_v2/conv1/BatchNorm/beta/read
8,16384.0,resnet_v2_200/block2/unit_6/bottleneck_v2/preact/gamma/read
9,4096.0,resnet_v2_200/block2/unit_7/bottleneck_v2/conv1/BatchNorm/beta/read
10,16384.0,resnet_v2_200/block2/unit_8/bottleneck_v2/preact/gamma/read
11,4096.0,resnet_v2_200/block2/unit_9/bottleneck_v2/conv1/BatchNorm/beta/read
12,16384.0,resnet_v2_200/block2/unit_10/bottleneck_v2/preact/gamma/read
13,4096.0,resnet_v2_200/block2/unit_11/bottleneck_v2/conv1/BatchNorm/beta/read
14,16384.0,resnet_v2_200/block2/unit_12/bottleneck_v2/preact/gamma/read
15,4096.0,resnet_v2_200/block2/unit_13/bottleneck_v2/conv1/BatchNorm/beta/read
16,16384.0,resnet_v2_200/block2/unit_14/bottleneck_v2/preact/gamma/read
17,4096.0,resnet_v2_200/block2/unit_15/bottleneck_v2/conv1/BatchNorm/beta/read
18,16384.0,resnet_v2_200/block2/unit_16/bottleneck_v2/preact/gamma/read
19,4096.0,resnet_v2_200/block2/unit_17/bottleneck_v2/conv1/BatchNorm/beta/read
20,16384.0,resnet_v2_200/block2/unit_18/bottleneck_v2/preact/gamma/read
