"order, bits_sent, raw_edgename"
0,8388608.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/weights/read
1,32.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
2,32.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
3,8388608.0,resnet_v2_200/block3/unit_34/bottleneck_v2/conv1/weights/read
4,32.0,resnet_v2_200/block3/unit_34/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
5,32.0,resnet_v2_200/block3/unit_34/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
6,8388608.0,resnet_v2_200/block3/unit_32/bottleneck_v2/conv1/weights/read
7,32.0,resnet_v2_200/block3/unit_32/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
8,32.0,resnet_v2_200/block3/unit_32/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
9,8388608.0,resnet_v2_200/block3/unit_30/bottleneck_v2/conv1/weights/read
10,32.0,resnet_v2_200/block3/unit_30/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
11,32.0,resnet_v2_200/block3/unit_30/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
12,8388608.0,resnet_v2_200/block3/unit_28/bottleneck_v2/conv1/weights/read
13,32.0,resnet_v2_200/block3/unit_28/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
14,32.0,resnet_v2_200/block3/unit_28/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
15,2048.0,resnet_v2_200/block1/unit_1/bottleneck_v2/conv1/BatchNorm/beta/read
16,8192.0,resnet_v2_200/block1/unit_2/bottleneck_v2/preact/gamma/read
17,2048.0,resnet_v2_200/block1/unit_3/bottleneck_v2/conv1/BatchNorm/beta/read
18,8192.0,resnet_v2_200/block2/unit_1/bottleneck_v2/preact/gamma/read
19,4096.0,resnet_v2_200/block2/unit_2/bottleneck_v2/conv1/BatchNorm/gamma/read
20,2097152.0,resnet_v2_200/block2/unit_2/bottleneck_v2/conv3/weights/read
21,32.0,resnet_v2_200/block2/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
22,32.0,resnet_v2_200/block2/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
23,4096.0,resnet_v2_200/block2/unit_4/bottleneck_v2/conv1/BatchNorm/gamma/read
24,2097152.0,resnet_v2_200/block2/unit_4/bottleneck_v2/conv3/weights/read
25,32.0,resnet_v2_200/block2/unit_4/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
26,32.0,resnet_v2_200/block2/unit_4/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
27,4096.0,resnet_v2_200/block2/unit_6/bottleneck_v2/conv1/BatchNorm/gamma/read
28,2097152.0,resnet_v2_200/block2/unit_6/bottleneck_v2/conv3/weights/read
29,32.0,resnet_v2_200/block2/unit_6/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
30,32.0,resnet_v2_200/block2/unit_6/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
31,4096.0,resnet_v2_200/block2/unit_8/bottleneck_v2/conv1/BatchNorm/gamma/read
32,2097152.0,resnet_v2_200/block2/unit_8/bottleneck_v2/conv3/weights/read
33,32.0,resnet_v2_200/block2/unit_8/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
34,32.0,resnet_v2_200/block2/unit_8/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
35,4096.0,resnet_v2_200/block2/unit_10/bottleneck_v2/conv1/BatchNorm/gamma/read
36,2097152.0,resnet_v2_200/block2/unit_10/bottleneck_v2/conv3/weights/read
37,32.0,resnet_v2_200/block2/unit_10/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
38,32.0,resnet_v2_200/block2/unit_10/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
39,4096.0,resnet_v2_200/block2/unit_12/bottleneck_v2/conv1/BatchNorm/gamma/read
40,2097152.0,resnet_v2_200/block2/unit_12/bottleneck_v2/conv3/weights/read
41,32.0,resnet_v2_200/block2/unit_12/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
