"order, bits_sent, raw_edgename"
0,8192.0,resnet_v2_200/block1/unit_1/bottleneck_v2/conv3/biases/read
1,2048.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read
2,8192.0,resnet_v2_200/block1/unit_3/bottleneck_v2/conv3/biases/read
3,4718592.0,resnet_v2_200/block2/unit_1/bottleneck_v2/conv2/weights/read
4,32.0,resnet_v2_200/block2/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
5,32.0,resnet_v2_200/block2/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
6,4718592.0,resnet_v2_200/block2/unit_3/bottleneck_v2/conv2/weights/read
7,65536.0,resnet_v2_200/postnorm/beta/read
8,16384.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv2/BatchNorm/beta/read
9,65536.0,resnet_v2_200/block4/unit_2/bottleneck_v2/preact/beta/read
10,4718592.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv2/weights/read
11,32.0,resnet_v2_200/block2/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
12,32.0,resnet_v2_200/block2/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
13,4718592.0,resnet_v2_200/block2/unit_5/bottleneck_v2/conv2/weights/read
14,32.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
15,32.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
16,4718592.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv2/weights/read
17,32.0,resnet_v2_200/block2/unit_5/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
18,32.0,resnet_v2_200/block2/unit_5/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
19,4718592.0,resnet_v2_200/block2/unit_7/bottleneck_v2/conv2/weights/read
20,32.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
21,32.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
22,4718592.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv2/weights/read
23,32.0,resnet_v2_200/block2/unit_7/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
24,32.0,resnet_v2_200/block2/unit_7/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
25,4718592.0,resnet_v2_200/block2/unit_9/bottleneck_v2/conv2/weights/read
26,32.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
27,32.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
28,4718592.0,resnet_v2_200/block2/unit_17/bottleneck_v2/conv2/weights/read
29,32.0,resnet_v2_200/block2/unit_9/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
30,32.0,resnet_v2_200/block2/unit_9/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
31,4718592.0,resnet_v2_200/block2/unit_11/bottleneck_v2/conv2/weights/read
32,32.0,resnet_v2_200/block2/unit_17/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
33,32.0,resnet_v2_200/block2/unit_17/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
34,4718592.0,resnet_v2_200/block2/unit_15/bottleneck_v2/conv2/weights/read
35,32.0,resnet_v2_200/block2/unit_11/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
36,32.0,resnet_v2_200/block2/unit_11/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
37,4718592.0,resnet_v2_200/block2/unit_13/bottleneck_v2/conv2/weights/read
38,32.0,resnet_v2_200/block2/unit_15/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
39,32.0,resnet_v2_200/block2/unit_15/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
40,32.0,resnet_v2_200/block2/unit_13/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
41,32.0,resnet_v2_200/block2/unit_13/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
