"order, bits_sent, raw_edgename"
0,65536.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv3/biases/read
1,16384.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read
2,65536.0,resnet_v2_200/block4/unit_1/bottleneck_v2/conv3/biases/read
3,8192.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv2/BatchNorm/beta/read
4,32768.0,resnet_v2_200/block3/unit_36/bottleneck_v2/preact/beta/read
5,8192.0,resnet_v2_200/block3/unit_34/bottleneck_v2/conv2/BatchNorm/beta/read
6,32768.0,resnet_v2_200/block3/unit_34/bottleneck_v2/preact/beta/read
7,8192.0,resnet_v2_200/block3/unit_32/bottleneck_v2/conv2/BatchNorm/beta/read
8,32768.0,resnet_v2_200/block3/unit_32/bottleneck_v2/preact/beta/read
9,8192.0,resnet_v2_200/block3/unit_30/bottleneck_v2/conv2/BatchNorm/beta/read
10,32768.0,resnet_v2_200/block3/unit_30/bottleneck_v2/preact/beta/read
11,8192.0,resnet_v2_200/block3/unit_28/bottleneck_v2/conv2/BatchNorm/beta/read
12,32768.0,resnet_v2_200/block3/unit_28/bottleneck_v2/preact/beta/read
13,8192.0,resnet_v2_200/block3/unit_26/bottleneck_v2/conv2/BatchNorm/beta/read
14,1179648.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv2/weights/read
15,32768.0,resnet_v2_200/block3/unit_26/bottleneck_v2/preact/beta/read
16,8192.0,resnet_v2_200/block3/unit_24/bottleneck_v2/conv2/BatchNorm/beta/read
17,32768.0,resnet_v2_200/block3/unit_24/bottleneck_v2/preact/beta/read
18,8192.0,resnet_v2_200/block3/unit_22/bottleneck_v2/conv2/BatchNorm/beta/read
19,32768.0,resnet_v2_200/block3/unit_22/bottleneck_v2/preact/beta/read
20,8192.0,resnet_v2_200/block3/unit_20/bottleneck_v2/conv2/BatchNorm/beta/read
21,32768.0,resnet_v2_200/block3/unit_20/bottleneck_v2/preact/beta/read
22,8192.0,resnet_v2_200/block3/unit_18/bottleneck_v2/conv2/BatchNorm/beta/read
23,32768.0,resnet_v2_200/block3/unit_18/bottleneck_v2/preact/beta/read
24,8192.0,resnet_v2_200/block3/unit_16/bottleneck_v2/conv2/BatchNorm/beta/read
25,32768.0,resnet_v2_200/block3/unit_16/bottleneck_v2/preact/beta/read
26,32.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
27,8192.0,resnet_v2_200/block3/unit_14/bottleneck_v2/conv2/BatchNorm/beta/read
28,32.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
29,32768.0,resnet_v2_200/block3/unit_2/bottleneck_v2/preact/beta/read
30,8192.0,resnet_v2_200/block3/unit_2/bottleneck_v2/conv2/BatchNorm/beta/read
31,32768.0,resnet_v2_200/block3/unit_4/bottleneck_v2/preact/beta/read
32,8192.0,resnet_v2_200/block3/unit_4/bottleneck_v2/conv2/BatchNorm/beta/read
33,32768.0,resnet_v2_200/block3/unit_6/bottleneck_v2/preact/beta/read
34,8192.0,resnet_v2_200/block3/unit_6/bottleneck_v2/conv2/BatchNorm/beta/read
35,32768.0,resnet_v2_200/block3/unit_8/bottleneck_v2/preact/beta/read
36,8192.0,resnet_v2_200/block3/unit_8/bottleneck_v2/conv2/BatchNorm/beta/read
37,32768.0,resnet_v2_200/block3/unit_14/bottleneck_v2/preact/beta/read
38,8192.0,resnet_v2_200/block3/unit_12/bottleneck_v2/conv2/BatchNorm/beta/read
39,32768.0,resnet_v2_200/block3/unit_12/bottleneck_v2/preact/beta/read
40,8192.0,resnet_v2_200/block3/unit_10/bottleneck_v2/conv2/BatchNorm/beta/read
41,32768.0,resnet_v2_200/block3/unit_10/bottleneck_v2/preact/beta/read
