"order, bits_sent, raw_edgename"
0,32032.0,logits/logits/biases/read
1,1024.0,conv0/BatchNorm/beta/read
2,1024.0,conv1/BatchNorm/beta/read
3,2048.0,conv2/BatchNorm/beta/read
4,2560.0,conv3/BatchNorm/beta/read
5,6144.0,conv4/BatchNorm/beta/read
6,1024.0,mixed_35x35x256a/branch_pool/Conv/BatchNorm/beta/read
7,2048.0,mixed_35x35x256a/branch3x3dbl/Conv/BatchNorm/beta/read
8,3072.0,mixed_35x35x256a/branch3x3dbl/Conv_1/BatchNorm/beta/read
9,3072.0,mixed_35x35x256a/branch3x3dbl/Conv_2/BatchNorm/beta/read
10,1536.0,mixed_35x35x256a/branch5x5/Conv/BatchNorm/beta/read
11,2048.0,mixed_35x35x256a/branch5x5/Conv_1/BatchNorm/beta/read
12,2048.0,mixed_35x35x256a/branch1x1/Conv/BatchNorm/beta/read
13,2048.0,mixed_35x35x288a/branch_pool/Conv/BatchNorm/beta/read
14,2048.0,mixed_35x35x288a/branch3x3dbl/Conv/BatchNorm/beta/read
15,3072.0,mixed_35x35x288a/branch3x3dbl/Conv_1/BatchNorm/beta/read
16,3072.0,mixed_35x35x288a/branch3x3dbl/Conv_2/BatchNorm/beta/read
17,1536.0,mixed_35x35x288a/branch5x5/Conv/BatchNorm/beta/read
18,2048.0,mixed_35x35x288a/branch5x5/Conv_1/BatchNorm/beta/read
19,2048.0,mixed_35x35x288a/branch1x1/Conv/BatchNorm/beta/read
20,2048.0,mixed_35x35x288b/branch_pool/Conv/BatchNorm/beta/read
21,2048.0,mixed_35x35x288b/branch3x3dbl/Conv/BatchNorm/beta/read
22,3072.0,mixed_35x35x288b/branch3x3dbl/Conv_1/BatchNorm/beta/read
23,3072.0,mixed_35x35x288b/branch3x3dbl/Conv_2/BatchNorm/beta/read
24,1536.0,mixed_35x35x288b/branch5x5/Conv/BatchNorm/beta/read
25,2048.0,mixed_35x35x288b/branch5x5/Conv_1/BatchNorm/beta/read
26,2048.0,mixed_35x35x288b/branch1x1/Conv/BatchNorm/beta/read
27,2048.0,mixed_17x17x768a/branch3x3dbl/Conv/BatchNorm/beta/read
28,3072.0,mixed_17x17x768a/branch3x3dbl/Conv_1/BatchNorm/beta/read
29,3072.0,mixed_17x17x768a/branch3x3dbl/Conv_2/BatchNorm/beta/read
30,12288.0,mixed_17x17x768a/branch3x3/Conv/BatchNorm/beta/read
31,6144.0,mixed_17x17x768b/branch_pool/Conv/BatchNorm/beta/read
32,4096.0,mixed_17x17x768b/branch7x7dbl/Conv/BatchNorm/beta/read
33,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_1/BatchNorm/beta/read
34,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_2/BatchNorm/beta/read
35,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_3/BatchNorm/beta/read
36,6144.0,mixed_17x17x768b/branch7x7dbl/Conv_4/BatchNorm/beta/read
37,4096.0,mixed_17x17x768b/branch7x7/Conv/BatchNorm/beta/read
38,4096.0,mixed_17x17x768b/branch7x7/Conv_1/BatchNorm/beta/read
39,6144.0,mixed_17x17x768b/branch7x7/Conv_2/BatchNorm/beta/read
40,6144.0,mixed_17x17x768b/branch1x1/Conv/BatchNorm/beta/read
41,6144.0,mixed_17x17x768c/branch_pool/Conv/BatchNorm/beta/read
42,5120.0,mixed_17x17x768c/branch7x7dbl/Conv/BatchNorm/beta/read
43,5120.0,mixed_17x17x768c/branch7x7dbl/Conv_1/BatchNorm/beta/read
44,5120.0,mixed_17x17x768c/branch7x7dbl/Conv_2/BatchNorm/beta/read
45,5120.0,mixed_17x17x768c/branch7x7dbl/Conv_3/BatchNorm/beta/read
46,6144.0,mixed_17x17x768c/branch7x7dbl/Conv_4/BatchNorm/beta/read
47,5120.0,mixed_17x17x768c/branch7x7/Conv/BatchNorm/beta/read
48,5120.0,mixed_17x17x768c/branch7x7/Conv_1/BatchNorm/beta/read
49,6144.0,mixed_17x17x768c/branch7x7/Conv_2/BatchNorm/beta/read
50,6144.0,mixed_17x17x768c/branch1x1/Conv/BatchNorm/beta/read
51,6144.0,mixed_17x17x768d/branch_pool/Conv/BatchNorm/beta/read
52,5120.0,mixed_17x17x768d/branch7x7dbl/Conv/BatchNorm/beta/read
53,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_1/BatchNorm/beta/read
54,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_2/BatchNorm/beta/read
55,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_3/BatchNorm/beta/read
56,6144.0,mixed_17x17x768d/branch7x7dbl/Conv_4/BatchNorm/beta/read
57,5120.0,mixed_17x17x768d/branch7x7/Conv/BatchNorm/beta/read
58,5120.0,mixed_17x17x768d/branch7x7/Conv_1/BatchNorm/beta/read
59,6144.0,mixed_17x17x768d/branch7x7/Conv_2/BatchNorm/beta/read
60,6144.0,mixed_17x17x768d/branch1x1/Conv/BatchNorm/beta/read
61,6144.0,mixed_17x17x768e/branch_pool/Conv/BatchNorm/beta/read
62,6144.0,mixed_17x17x768e/branch7x7dbl/Conv/BatchNorm/beta/read
63,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_1/BatchNorm/beta/read
64,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_2/BatchNorm/beta/read
65,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_3/BatchNorm/beta/read
66,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_4/BatchNorm/beta/read
67,6144.0,mixed_17x17x768e/branch7x7/Conv/BatchNorm/beta/read
68,6144.0,mixed_17x17x768e/branch7x7/Conv_1/BatchNorm/beta/read
69,6144.0,mixed_17x17x768e/branch7x7/Conv_2/BatchNorm/beta/read
70,6144.0,mixed_17x17x768e/branch1x1/Conv/BatchNorm/beta/read
71,6144.0,mixed_17x17x1280a/branch7x7x3/Conv/BatchNorm/beta/read
72,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_1/BatchNorm/beta/read
73,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_2/BatchNorm/beta/read
74,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_3/BatchNorm/beta/read
75,6144.0,mixed_17x17x1280a/branch3x3/Conv/BatchNorm/beta/read
76,10240.0,mixed_17x17x1280a/branch3x3/Conv_1/BatchNorm/beta/read
77,6144.0,mixed_8x8x2048a/branch_pool/Conv/BatchNorm/beta/read
78,14336.0,mixed_8x8x2048a/branch3x3dbl/Conv/BatchNorm/beta/read
79,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_1/BatchNorm/beta/read
80,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_3/BatchNorm/beta/read
81,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_2/BatchNorm/beta/read
82,12288.0,mixed_8x8x2048a/branch3x3/Conv/BatchNorm/beta/read
83,12288.0,mixed_8x8x2048a/branch3x3/Conv_2/BatchNorm/beta/read
84,12288.0,mixed_8x8x2048a/branch3x3/Conv_1/BatchNorm/beta/read
85,10240.0,mixed_8x8x2048a/branch1x1/Conv/BatchNorm/beta/read
86,6144.0,mixed_8x8x2048b/branch_pool/Conv/BatchNorm/beta/read
87,14336.0,mixed_8x8x2048b/branch3x3dbl/Conv/BatchNorm/beta/read
88,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_1/BatchNorm/beta/read
89,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_3/BatchNorm/beta/read
90,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_2/BatchNorm/beta/read
91,12288.0,mixed_8x8x2048b/branch3x3/Conv/BatchNorm/beta/read
92,12288.0,mixed_8x8x2048b/branch3x3/Conv_2/BatchNorm/beta/read
93,12288.0,mixed_8x8x2048b/branch3x3/Conv_1/BatchNorm/beta/read
94,10240.0,mixed_8x8x2048b/branch1x1/Conv/BatchNorm/beta/read
95,32032.0,aux_logits/FC/biases/read
96,4096.0,aux_logits/proj/BatchNorm/beta/read
97,24576.0,aux_logits/Conv/BatchNorm/beta/read
98,64.0,sync_token_q_Dequeue
