multicast,aggregation,num_ps,num_workers,median,neg bar,pos bar
BW: 10Gbps, Striping: 1, Optimal Param Distribution: 1, On Same Rack: 1,,,
0 Multicast,1 Agg,,,,,
0,1,1,2,0.0,0.0103,0.0
0,1,1,4,16.8057,0.8217,0.2552
0,1,1,8,39.0169,5.5888,3.508
0,1,1,16,39.7396,2.4743,1.7932
0,1,1,32,43.6874,0.4476,1.2095
,,,,,,
0,1,2,2,0.0,0.0589,0.235
0,1,2,4,0.0,0.013,0.0393
0,1,2,8,28.0718,11.4278,7.1593
0,1,2,16,27.957,4.5725,5.4944
0,1,2,32,36.6909,2.6209,1.7789
,,,,,,
0,1,4,2,0.0,0.0,0.0
0,1,4,4,0.0,0.2871,0.5735
0,1,4,8,6.9204,6.9204,12.0045
0,1,4,16,0.6707,3.3494,17.5504
0,1,4,32,24.1439,6.0859,1.394
,,,,,,
0,1,8,2,0.0,0.0,0.0
0,1,8,4,0.0,0.0,0.0
0,1,8,8,0.0372,0.3061,0.1325
0,1,8,16,-12.3267,13.604,23.681
0,1,8,32,0.9135,3.9686,7.43
,,,,,,
1 Multicast,0 Agg,,,,,
1,0,1,2,10.8982,0.2646,1.3318
1,0,1,4,27.0252,0.0,0.0292
1,0,1,8,37.5782,0.0104,0.0
1,0,1,16,44.1259,0.3433,0.996
1,0,1,32,47.2642,0.4973,0.6531
,,,,,,
1,0,2,2,0.414,0.0367,0.0705
1,0,2,4,13.8269,0.1606,0.0882
1,0,2,8,27.1244,0.2354,0.0085
1,0,2,16,37.565,0.2508,0.7913
1,0,2,32,43.8327,0.3159,0.3835
,,,,,,
1,0,4,2,0.0,0.0,0.0
1,0,4,4,0.272,0.0037,0.5732
1,0,4,8,15.5781,1.8052,0.0992
1,0,4,16,27.2564,1.1657,1.1251
1,0,4,32,37.8599,0.5371,0.1123
,,,,,,
1,0,8,2,0.0,0.0,0.0
1,0,8,4,0.0,0.0,0.0
1,0,8,8,0.3586,0.1028,0.1693
1,0,8,16,8.2473,22.5865,6.5406
1,0,8,32,26.9671,1.1905,7.7695
,,,,,,
1 Multicast,1 Agg,,,,,
1,1,1,2,10.8982,0.2646,1.3318
1,1,1,4,43.8393,0.8094,0.2553
1,1,1,8,76.5995,5.5932,3.6374
1,1,1,16,81.0579,3.3204,4.4547
1,1,1,32,90.5021,0.2583,0.7824
,,,,,,
1,1,2,2,0.414,0.0367,0.0705
1,1,2,4,13.8269,0.1606,0.0882
1,1,2,8,55.1055,11.4447,7.1141
1,1,2,16,62.1858,1.1454,8.3497
1,1,2,32,81.0709,0.6332,1.1585
,,,,,,
1,1,4,2,0.0,0.0,0.0
1,1,4,4,0.272,0.0037,0.5732
1,1,4,8,22.4802,8.7073,12.0412
1,1,4,16,28.4252,13.6262,16.7393
1,1,4,32,63.0068,1.6013,7.6781
,,,,,,
1,1,8,2,0.0,0.0,0.0
1,1,8,4,0.0,0.0,0.0
1,1,8,8,0.3586,0.1028,0.1693
1,1,8,16,-5.5627,8.7212,20.1703
1,1,8,32,32.331,5.2018,10.4669
,,,,,,
multicast + aggregation vs. multicast info
1,1,1,2,0.0,0.0,0.0
1,1,1,4,23.041,1.1405,0.3499
1,1,1,8,62.5123,8.9604,5.8325
1,1,1,16,65.9781,6.5452,8.1372
1,1,1,32,81.7638,0.3937,1.7246
,,,,,,
1,1,2,2,0.0,0.0,0.0
1,1,2,4,0.0,0.0,0.0
1,1,2,8,38.594,15.9118,9.5636
1,1,2,16,39.6419,2.2477,13.1658
1,1,2,32,66.2199,0.8538,2.1987
,,,,,,
1,1,4,2,0.0,0.0,0.0
1,1,4,4,0.0,0.0,0.0
1,1,4,8,8.0676,8.0676,14.4625
1,1,4,16,2.26,17.5378,21.1739
1,1,4,32,40.4913,2.6872,12.3329
,,,,,,
1,1,8,2,0.0,0.0,0.0
1,1,8,4,0.0,0.0,0.0
1,1,8,8,0.0,0.0,0.0
1,1,8,16,0.1156,31.4348,7.275
1,1,8,32,7.3124,10.9984,14.4494
,,,,,,
