multicast,aggregation,num_ps,num_workers,median,neg bar,pos bar
BW: 10Gbps, Striping: 1, Optimal Param Distribution: 0, On Same Rack: 1,,,
0 Multicast,1 Agg,,,,,
0,1,1,2,-0.0103,0.0013,0.0103
0,1,1,4,16.8057,0.8217,0.2637
0,1,1,8,39.0169,5.5888,3.508
0,1,1,16,37.0194,0.7329,2.7845
0,1,1,32,43.4378,0.2355,1.4554
,,,,,,
0,1,2,2,-0.1718,0.5234,0.5806
0,1,2,4,0.0,0.0,0.0
0,1,2,8,29.5048,11.3765,7.0322
0,1,2,16,27.2869,2.6385,6.7497
0,1,2,32,37.7758,2.9095,3.8679
,,,,,,
0,1,4,2,-0.0917,0.0925,0.2758
0,1,4,4,0.192,0.7947,0.6818
0,1,4,8,20.079,16.3748,10.3392
0,1,4,16,14.3511,2.9021,5.0261
0,1,4,32,29.5063,4.3337,6.1887
,,,,,,
0,1,8,2,0.3316,1.109,0.3294
0,1,8,4,-0.2441,1.4681,1.9749
0,1,8,8,20.9594,17.539,11.4017
0,1,8,16,14.4742,2.9286,19.7157
0,1,8,32,30.1845,1.0716,7.0031
,,,,,,
1 Multicast,0 Agg,,,,,
1,0,1,2,10.9074,0.2828,1.3125
1,0,1,4,27.0252,0.0,0.0292
1,0,1,8,37.5782,0.0104,0.0
1,0,1,16,43.5479,0.188,0.9778
1,0,1,32,46.825,0.1492,0.445
,,,,,,
1,0,2,2,0.0,0.0,1.0181
1,0,2,4,15.2135,0.2003,0.068
1,0,2,8,33.5407,0.0281,0.0
1,0,2,16,41.7519,0.1845,1.2954
1,0,2,32,45.8726,0.1063,0.4484
,,,,,,
1,0,4,2,0.0224,0.126,0.0836
1,0,4,4,0.8075,0.2952,0.9549
1,0,4,8,14.321,0.1996,0.2003
1,0,4,16,28.4768,0.9853,0.1015
1,0,4,32,39.1733,1.9031,2.2766
,,,,,,
1,0,8,2,0.1591,0.5973,0.2617
1,0,8,4,0.0161,0.8722,1.2133
1,0,8,8,15.3652,0.2185,0.144
1,0,8,16,31.9738,0.5356,2.1941
1,0,8,32,41.106,0.9528,1.8188
,,,,,,
1 Multicast,1 Agg,,,,,
1,1,1,2,10.9074,0.2828,1.3125
1,1,1,4,43.8393,0.8094,0.2553
1,1,1,8,76.5995,5.5932,3.6374
1,1,1,16,80.9331,3.1308,2.0847
1,1,1,32,91.4678,2.6129,0.4473
,,,,,,
1,1,2,2,0.0,0.0,1.0181
1,1,2,4,15.2135,0.2003,0.068
1,1,2,8,63.0455,11.3765,7.0041
1,1,2,16,67.2995,1.1789,8.6196
1,1,2,32,83.5762,2.7075,3.2631
,,,,,,
1,1,4,2,0.0224,0.126,0.0836
1,1,4,4,0.8075,0.2952,0.9549
1,1,4,8,34.4283,16.4244,10.3108
1,1,4,16,45.9533,4.2924,8.8292
1,1,4,32,69.575,0.8103,1.5918
,,,,,,
1,1,8,2,0.1591,0.5973,0.2617
1,1,8,4,0.0161,0.8722,1.2133
1,1,8,8,36.2692,17.6161,11.3246
1,1,8,16,49.6784,8.1856,11.2408
1,1,8,32,71.2483,0.8344,2.2287
,,,,,,
multicast + aggregation vs. multicast info
1,1,1,2,0.0,0.0,0.0
1,1,1,4,23.041,1.1405,0.3499
1,1,1,8,62.5123,8.9604,5.8325
1,1,1,16,66.0897,5.5643,3.2977
1,1,1,32,83.9853,4.9445,0.7103
,,,,,,
1,1,2,2,0.0,0.0,0.0
1,1,2,4,0.0,0.0,0.0
1,1,2,8,44.3952,17.1179,10.558
1,1,2,16,43.8728,3.3596,14.7853
1,1,2,32,69.7166,5.0629,5.8573
,,,,,,
1,1,4,2,0.0,0.0,0.0
1,1,4,4,0.0,0.0,0.0
1,1,4,8,23.4429,19.3686,12.0595
1,1,4,16,25.3587,5.846,11.4206
1,1,4,32,50.2518,3.5999,3.3153
,,,,,,
1,1,8,2,0.0,0.0,0.0
1,1,8,4,0.0,0.0,0.0
1,1,8,8,24.8547,21.0755,13.2249
1,1,8,16,26.3264,11.6614,16.2897
1,1,8,32,50.8615,0.7335,4.1034
,,,,,,
