"relative_time, bits_sent, raw_edgename"
0,64.0,sync_token_q_Dequeue
1,16384.0,conv12/BatchNorm/beta/read
2,16384.0,conv11/BatchNorm/beta/read
3,16384.0,conv10/BatchNorm/beta/read
4,16384.0,conv9/BatchNorm/beta/read
5,16384.0,conv8/BatchNorm/beta/read
6,16384.0,conv7/BatchNorm/beta/read
7,8192.0,conv6/BatchNorm/beta/read
8,8192.0,conv5/BatchNorm/beta/read
9,8192.0,conv4/BatchNorm/beta/read
10,4096.0,conv3/BatchNorm/beta/read
11,4096.0,conv2/BatchNorm/beta/read
12,2048.0,conv1/BatchNorm/beta/read
13,2048.0,conv0/BatchNorm/beta/read
14,55296.0,conv0/weights/read
15,32.0,conv0/weights/Regularizer/L2Regularizer/value
16,32.0,conv0/weights/Regularizer/L2Regularizer/L2Loss
17,1179648.0,conv1/weights/read
18,32.0,conv1/weights/Regularizer/L2Regularizer/value
19,32.0,conv1/weights/Regularizer/L2Regularizer/L2Loss
20,2359296.0,conv2/weights/read
21,32.0,conv2/weights/Regularizer/L2Regularizer/value
22,32.0,conv2/weights/Regularizer/L2Regularizer/L2Loss
23,4718592.0,conv3/weights/read
24,32.0,conv3/weights/Regularizer/L2Regularizer/value
25,32.0,conv3/weights/Regularizer/L2Regularizer/L2Loss
26,9437184.0,conv4/weights/read
27,32.0,conv4/weights/Regularizer/L2Regularizer/value
28,32.0,conv4/weights/Regularizer/L2Regularizer/L2Loss
29,18874368.0,conv5/weights/read
30,32.0,conv5/weights/Regularizer/L2Regularizer/value
31,32.0,conv5/weights/Regularizer/L2Regularizer/L2Loss
32,18874368.0,conv6/weights/read
33,32.0,conv6/weights/Regularizer/L2Regularizer/value
34,32.0,conv6/weights/Regularizer/L2Regularizer/L2Loss
35,37748736.0,conv7/weights/read
36,32.0,conv7/weights/Regularizer/L2Regularizer/value
37,32.0,conv7/weights/Regularizer/L2Regularizer/L2Loss
38,75497472.0,conv8/weights/read
39,32.0,conv8/weights/Regularizer/L2Regularizer/value
40,32.0,conv8/weights/Regularizer/L2Regularizer/L2Loss
41,75497472.0,conv9/weights/read
42,32.0,conv9/weights/Regularizer/L2Regularizer/value
43,32.0,conv9/weights/Regularizer/L2Regularizer/L2Loss
44,75497472.0,conv10/weights/read
45,32.0,conv10/weights/Regularizer/L2Regularizer/value
46,32.0,conv10/weights/Regularizer/L2Regularizer/L2Loss
47,75497472.0,conv11/weights/read
48,32.0,conv11/weights/Regularizer/L2Regularizer/value
49,32.0,conv11/weights/Regularizer/L2Regularizer/L2Loss
50,75497472.0,conv12/weights/read
51,32.0,conv12/weights/Regularizer/L2Regularizer/value
52,32.0,conv12/weights/Regularizer/L2Regularizer/L2Loss
53,5435817984.0,fc1/weights/read
54,32.0,fc1/weights/Regularizer/L2Regularizer/value
55,32.0,fc1/weights/Regularizer/L2Regularizer/L2Loss
56,131072.0,fc1/biases/read
57,536870912.0,fc2/weights/read
58,32.0,fc2/weights/Regularizer/L2Regularizer/value
59,32.0,fc2/weights/Regularizer/L2Regularizer/L2Loss
60,131072.0,fc2/biases/read
61,131203072.0,logits/weights/read
62,32.0,logits/weights/Regularizer/L2Regularizer/value
63,32.0,logits/weights/Regularizer/L2Regularizer/L2Loss
64,32032.0,logits/biases/read
