"relative_time, bits_sent, raw_edgename"
0.0,2048.0,vgg/conv0/BatchNorm/moments/Squeeze
54.0,2048.0,vgg/conv1/BatchNorm/moments/Squeeze_1
54.0,2048.0,vgg/conv1/BatchNorm/moments/Squeeze
160.0,4096.0,vgg/conv2/BatchNorm/moments/Squeeze
161.0,4096.0,vgg/conv2/BatchNorm/moments/Squeeze_1
205.0,4096.0,vgg/conv3/BatchNorm/moments/Squeeze_1
205.0,4096.0,vgg/conv3/BatchNorm/moments/Squeeze
266.0,8192.0,vgg/conv4/BatchNorm/moments/Squeeze_1
266.0,8192.0,vgg/conv4/BatchNorm/moments/Squeeze
293.0,8192.0,vgg/conv5/BatchNorm/moments/Squeeze_1
293.0,8192.0,vgg/conv5/BatchNorm/moments/Squeeze
329.0,8192.0,vgg/conv6/BatchNorm/moments/Squeeze_1
329.0,8192.0,vgg/conv6/BatchNorm/moments/Squeeze
364.0,16384.0,vgg/conv7/BatchNorm/moments/Squeeze_1
364.0,16384.0,vgg/conv7/BatchNorm/moments/Squeeze
384.0,16384.0,vgg/conv8/BatchNorm/moments/Squeeze_1
384.0,16384.0,vgg/conv8/BatchNorm/moments/Squeeze
473.0,16384.0,vgg/conv9/BatchNorm/moments/Squeeze
474.0,16384.0,vgg/conv9/BatchNorm/moments/Squeeze_1
635.0,16384.0,vgg/conv10/BatchNorm/moments/Squeeze_1
635.0,16384.0,vgg/conv10/BatchNorm/moments/Squeeze
929.0,16384.0,vgg/conv11/BatchNorm/moments/Squeeze
930.0,16384.0,vgg/conv11/BatchNorm/moments/Squeeze_1
1148.0,16384.0,vgg/conv12/BatchNorm/moments/Squeeze_1
1148.0,16384.0,vgg/conv12/BatchNorm/moments/Squeeze
13453.0,32032.0,gradients/vgg/logits/xw_plus_b_grad/tuple/control_dependency_1
13453.0,131203072.0,gradients/AddN
13454.0,131072.0,gradients/vgg/fc2/xw_plus_b_grad/tuple/control_dependency_1
13454.0,131072.0,gradients/vgg/fc1/xw_plus_b_grad/tuple/control_dependency_1
13454.0,536870912.0,gradients/AddN_1
13455.0,16384.0,gradients/vgg/conv12/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13455.0,5435817984.0,gradients/AddN_2
13456.0,16384.0,gradients/vgg/conv11/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13456.0,75497472.0,gradients/AddN_5
13457.0,16384.0,gradients/vgg/conv10/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13457.0,75497472.0,gradients/AddN_8
13458.0,75497472.0,gradients/AddN_11
13459.0,16384.0,gradients/vgg/conv9/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13459.0,75497472.0,gradients/AddN_14
13460.0,16384.0,gradients/vgg/conv8/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13460.0,75497472.0,gradients/AddN_17
13461.0,16384.0,gradients/vgg/conv7/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13462.0,8192.0,gradients/vgg/conv6/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13462.0,37748736.0,gradients/AddN_20
13463.0,8192.0,gradients/vgg/conv5/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13463.0,18874368.0,gradients/AddN_23
13464.0,8192.0,gradients/vgg/conv4/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13464.0,18874368.0,gradients/AddN_26
13465.0,9437184.0,gradients/AddN_29
13466.0,4096.0,gradients/vgg/conv3/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13466.0,4718592.0,gradients/AddN_32
13467.0,4096.0,gradients/vgg/conv2/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13468.0,2048.0,gradients/vgg/conv1/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13468.0,2359296.0,gradients/AddN_35
13469.0,2048.0,gradients/vgg/conv0/BatchNorm/batchnorm/sub_grad/tuple/control_dependency
13469.0,1179648.0,gradients/AddN_38
13470.0,55296.0,gradients/AddN_41
