inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,message_size,scattercast,tor_send_rate,latency,gswitch_inbuffer_size,horovod,num_gswitches,use_multicast,json,in_network_computation,fwd_pass_time,worker_send_rate,worker_inbuffer_size,step_num,butterfly,num_ps,real_distribution,striping,worker_recv_rate,num_workers,worker_receive_time,iteration_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,latency_distribution,model_name,optimal_param_distribution
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,41,0,1,0,1,10.0,32,"[4.56502788479933, 4.56502789119933, 4.56502789759933, 4.565027903999329, 4.565027910399329, 4.565027916799329, 4.565027923199328, 4.565027929599328, 4.5650279359993275, 4.565027942399327, 4.565027948799327, 4.5650279551993265, 4.565027961599326, 4.565027967999326, 4.565027980799325, 4.565027987199325, 4.565027993599324, 4.565028006399324, 4.565028012799323, 4.565028019199323, 4.5650280255993225, 4.565028031999322, 4.565028038399322, 4.5650280447993214, 4.565028051199321, 4.565028057599321, 4.56502806399932, 4.56502807039932, 4.56502807679932, 4.565028083199319, 4.565028499199315, 4.5661766911992805]",4.93110824959932,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,41,0,8,0,1,10.0,32,"[1.389748262400065, 1.389748265600065, 1.389748268800065, 1.3897482720000651, 1.3897482752000652, 1.3897482784000652, 1.3897482816000652, 1.3897482848000653, 1.3897482880000653, 1.3897482912000654, 1.3897482976000655, 1.3897483008000655, 1.3897483040000655, 1.3897483072000656, 1.3897483104000656, 1.3897483136000657, 1.3897483168000657, 1.3897483200000658, 1.3897483232000658, 1.3897483264000658, 1.389748329600066, 1.389748332800066, 1.389748336000066, 1.389748339200066, 1.389748342400066, 1.389748345600066, 1.3897483488000661, 1.3897483520000662, 1.3897483552000662, 1.3897483584000663, 1.3897483616000663, 1.3909481600000637]",1.7728287456000662,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,41,0,1,0,1,10.0,32,"[0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988]",0.6492048224,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,41,0,8,0,1,10.0,32,"[0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974, 0.15030988479999974]",0.6140154048,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,41,0,0,0,1,10.0,32,[],0.5674019135999925,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,1,4,1,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,41,0,0,0,1,10.0,32,[],0.5635054848,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10.0,-1,41,1,0,0,1,10.0,32,[],1.0012832863999135,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,42,0,1,0,1,10.0,32,"[4.56502788479933, 4.56502789119933, 4.56502789759933, 4.565027903999329, 4.565027916799329, 4.565027923199328, 4.565027929599328, 4.5650279359993275, 4.565027942399327, 4.565027948799327, 4.5650279551993265, 4.565027961599326, 4.565027967999326, 4.565027980799325, 4.565027987199325, 4.565027993599324, 4.565027999999324, 4.565028006399324, 4.565028012799323, 4.565028019199323, 4.5650280255993225, 4.565028031999322, 4.565028038399322, 4.5650280447993214, 4.565028051199321, 4.565028057599321, 4.56502806399932, 4.56502807039932, 4.56502807679932, 4.565028083199319, 4.565028499199315, 4.5661766911992805]",4.942108537599327,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,42,0,8,0,1,10.0,32,"[1.389748262400065, 1.389748265600065, 1.389748268800065, 1.3897482720000651, 1.3897482752000652, 1.3897482784000652, 1.3897482816000652, 1.3897482848000653, 1.3897482880000653, 1.3897482944000654, 1.3897482976000655, 1.3897483008000655, 1.3897483040000655, 1.3897483072000656, 1.3897483104000656, 1.3897483136000657, 1.3897483168000657, 1.3897483200000658, 1.3897483232000658, 1.3897483264000658, 1.389748329600066, 1.389748332800066, 1.389748336000066, 1.389748339200066, 1.389748342400066, 1.389748345600066, 1.3897483488000661, 1.3897483520000662, 1.3897483552000662, 1.3897483584000663, 1.3897483616000663, 1.3909481600000637]",1.7668286784000653,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
0,10.0,distribution_csv/resnet-101/,-1,1000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10.0,-1,42,0,1,0,1,10.0,32,"[0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988, 0.14387650239999988]",0.6592050272,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-101/,3000.0,10.0,none,resnet-101,0
