inception 17x17
,default,agg,multicast,multiagg
1,2.017234828068565,1.5223302290285634,1.1815604938971347,0.6024488021942856
5,2.7209039879314303,1.948777596708778,1.5585585223314122,0.7354488021942857
25,6.223806324662396,4.205328153966621,3.4745845948336003,1.3888773736228572
125,23.75805629107716,15.36055257455819,13.0431305565415,4.578591659337142

inception 35x35
,default,agg,multicast,multiagg
1,1.86877881892565,1.4443395240228054,1.1048925957485458,0.6120202307657142
5,1.9600216433370572,1.6470423116799524,1.1843009636570982,0.7844488021942856
25,2.468723953006637,2.492999897966498,1.637121120731356,1.6110202307657144
125,6.601249424828291,6.67994002139972,5.346879111497143,5.238020230765713
