multicast,aggregation,num_ps,num_workers,median,neg bar,pos bar
BW: 10Gbps, Striping: 1, Optimal Param Distribution: 0, On Same Rack: 1,,,
0 Multicast,1 Agg,,,,,
0,1,1,2,0.0,0.008,8.1264
0,1,1,4,18.0912,0.1703,0.3162
0,1,1,8,31.5302,8.7206,2.0525
0,1,1,16,39.9193,1.8375,0.1233
0,1,1,32,43.356,0.4504,0.8055
,,,,,,
0,1,2,2,0.0,0.2633,0.3727
0,1,2,4,0.0,0.0419,0.084
0,1,2,8,22.0488,19.7955,5.9689
0,1,2,16,35.2189,2.5691,1.1154
0,1,2,32,42.707,1.934,0.235
,,,,,,
0,1,4,2,-0.0108,0.1839,0.1534
0,1,4,4,0.1013,0.1827,0.242
0,1,4,8,10.6767,10.7309,4.4358
0,1,4,16,29.6527,5.5403,0.8663
0,1,4,32,38.5069,1.8046,1.4904
,,,,,,
0,1,8,2,0.0128,0.6891,0.6518
0,1,8,4,0.4075,0.4075,0.52
0,1,8,8,11.6939,11.7638,5.0168
0,1,8,16,30.4207,4.3144,0.2315
0,1,8,32,38.0358,1.5921,2.1031
,,,,,,
1 Multicast,0 Agg,,,,,
1,0,1,2,17.353,0.083,0.5715
1,0,1,4,31.5999,0.0,0.0
1,0,1,8,40.6926,0.2756,0.3142
1,0,1,16,45.6859,0.2604,0.9646
1,0,1,32,48.4321,0.3533,0.2582
,,,,,,
1,0,2,2,0.451,0.2714,0.3082
1,0,2,4,7.1129,0.026,0.0892
1,0,2,8,24.5046,0.2877,0.192
1,0,2,16,37.0812,0.6287,0.6262
1,0,2,32,43.8981,0.6595,0.5172
,,,,,,
1,0,4,2,0.0,0.0717,0.1018
1,0,4,4,0.6751,0.1022,0.1731
1,0,4,8,13.0627,1.6852,0.5064
1,0,4,16,25.7384,1.0027,0.8151
1,0,4,32,37.7166,0.2587,0.7942
,,,,,,
1,0,8,2,0.2059,0.5441,0.1394
1,0,8,4,0.2445,0.594,0.4458
1,0,8,8,7.67,1.1222,0.2115
1,0,8,16,28.2201,0.1254,0.1687
1,0,8,32,39.0328,0.3921,0.2837
,,,,,,
1 Multicast,1 Agg,,,,,
1,1,1,2,17.353,0.083,8.698
1,1,1,4,49.696,0.1703,0.3162
1,1,1,8,72.2136,8.7899,2.305
1,1,1,16,85.4572,1.6423,0.0384
1,1,1,32,92.2904,0.7895,0.2654
,,,,,,
1,1,2,2,0.451,0.2714,0.3082
1,1,2,4,7.1129,0.026,0.0892
1,1,2,8,46.6855,19.7777,5.8379
1,1,2,16,73.4519,0.1783,3.6945
1,1,2,32,86.67,0.1311,0.0349
,,,,,,
1,1,4,2,0.0,0.0717,0.1018
1,1,4,4,0.6751,0.1022,0.1731
1,1,4,8,23.7676,12.4443,4.8578
1,1,4,16,56.2531,7.1685,0.2363
1,1,4,32,76.2265,5.7534,1.6682
,,,,,,
1,1,8,2,0.2059,0.5441,0.1394
1,1,8,4,0.2445,0.594,0.4458
1,1,8,8,19.3639,12.876,5.3012
1,1,8,16,58.2975,10.4278,0.6316
1,1,8,32,77.7838,4.3785,1.3387
,,,,,,
multicast + aggregation vs. multicast info
1,1,1,2,0.0,0.0,9.9012
1,1,1,4,26.4562,0.249,0.4622
1,1,1,8,53.1686,14.7622,3.6915
1,1,1,16,73.2246,3.5625,0.1385
1,1,1,32,85.0688,1.556,0.4416
,,,,,,
1,1,2,2,0.0,0.0,0.0
1,1,2,4,0.0,0.0,0.0
1,1,2,8,29.5339,26.5974,7.5735
1,1,2,16,57.7962,0.6162,6.2408
1,1,2,32,76.2396,0.1582,0.1097
,,,,,,
1,1,4,2,0.0,0.0,0.0
1,1,4,4,0.0,0.0,0.0
1,1,4,8,12.2849,12.346,5.1351
1,1,4,16,40.7987,8.4475,0.8162
1,1,4,32,61.8302,9.8499,2.6814
,,,,,,
1,1,8,2,0.0,0.0,0.0
1,1,8,4,0.0,0.0,0.0
1,1,8,8,12.6653,12.741,5.5543
1,1,8,16,42.0035,14.6286,0.8732
1,1,8,32,63.633,7.2544,2.0909
,,,,,,
