multicast,aggregation,num_ps,num_workers,median,neg bar,pos bar
BW: 1Gbps, Striping: 1, Optimal Param Distribution: 0, On Same Rack: 1,,,
0 Multicast,1 Agg,,,,,
0,1,1,2,22.5008,0.3782,0.1023
0,1,1,4,34.6337,0.1927,0.1924
0,1,1,8,40.6022,0.3777,0.4332
0,1,1,16,43.945,0.1847,0.3407
0,1,1,32,45.7081,0.2639,0.1538
,,,,,,
0,1,2,2,2.3784,0.7473,1.3211
0,1,2,4,25.4447,0.29,0.0178
0,1,2,8,37.4528,0.3715,0.1329
0,1,2,16,43.5726,0.4628,0.2164
0,1,2,32,46.4845,0.1372,0.2636
,,,,,,
0,1,4,2,0.0263,0.2605,0.1004
0,1,4,4,20.2418,0.0166,0.0146
0,1,4,8,33.9873,2.5652,0.3961
0,1,4,16,41.8609,0.0863,0.1377
0,1,4,32,45.8383,0.3187,0.0316
,,,,,,
0,1,8,2,0.0506,0.0217,0.0024
0,1,8,4,19.9963,0.0834,0.0304
0,1,8,8,33.8388,2.556,0.3785
0,1,8,16,41.792,0.6812,0.1255
0,1,8,32,45.8277,0.4144,0.0309
,,,,,,
1 Multicast,0 Agg,,,,,
1,0,1,2,26.2184,0.003,0.0008
1,0,1,4,39.3379,0.0003,0.0006
1,0,1,8,46.2376,0.3376,0.2939
1,0,1,16,49.1577,0.2656,0.8203
1,0,1,32,51.2521,0.1432,0.1735
,,,,,,
1,0,2,2,1.283,1.8588,0.2608
1,0,2,4,25.1849,0.1026,0.2908
1,0,2,8,37.5893,0.2098,0.2999
1,0,2,16,43.7939,0.6759,0.7913
1,0,2,32,46.8854,0.174,0.0601
,,,,,,
1,0,4,2,0.0,0.0,0.2075
1,0,4,4,10.5424,0.0133,0.1424
1,0,4,8,29.5395,0.0897,1.0396
1,0,4,16,39.4364,0.1634,0.1207
1,0,4,32,44.6846,0.2367,0.5712
,,,,,,
1,0,8,2,0.0,0.0,0.0
1,0,8,4,10.8195,0.1269,0.1367
1,0,8,8,29.6659,0.2616,1.0583
1,0,8,16,39.3195,0.5004,0.2292
1,0,8,32,44.9718,0.5104,0.1927
,,,,,,
1 Multicast,1 Agg,,,,,
1,1,1,2,48.3409,0.0,0.3837
1,1,1,4,74.1155,0.1438,0.0487
1,1,1,8,86.9065,0.199,0.076
1,1,1,16,93.3374,0.0721,0.1202
1,1,1,32,96.6835,0.0637,0.0243
,,,,,,
1,1,2,2,3.93,1.4035,0.6507
1,1,2,4,50.5317,0.1924,0.0167
1,1,2,8,75.1186,0.1476,0.0565
1,1,2,16,87.5353,0.1016,0.0477
1,1,2,32,93.7419,0.0148,0.0308
,,,,,,
1,1,4,2,0.1267,0.0239,0.2072
1,1,4,4,30.7858,0.0166,0.0177
1,1,4,8,63.4927,1.4125,0.2167
1,1,4,16,81.3671,0.028,0.0378
1,1,4,32,90.5339,0.0683,0.0396
,,,,,,
1,1,8,2,0.0506,0.0193,0.0024
1,1,8,4,30.8173,0.0699,0.0289
1,1,8,8,63.491,1.4072,0.2049
1,1,8,16,81.3613,0.2167,0.0446
1,1,8,32,90.5741,0.0665,0.0051
,,,,,,
multicast + aggregation vs. multicast info
1,1,1,2,29.9838,0.0,0.5192
1,1,1,4,57.3302,0.2373,0.0804
1,1,1,8,75.6793,0.5398,0.2513
1,1,1,16,86.8955,0.3591,0.2257
1,1,1,32,93.1887,0.1025,0.0659
,,,,,,
1,1,2,2,3.0845,0.4031,0.0046
1,1,2,4,33.6533,0.032,0.3388
1,1,2,8,60.0847,0.3819,0.1386
1,1,2,16,77.9027,0.31,0.0054
1,1,2,32,88.2264,0.0397,0.0494
,,,,,,
1,1,4,2,0.1267,0.0239,0.0
1,1,4,4,22.6405,0.1533,0.0042
1,1,4,8,48.2133,2.8364,0.2818
1,1,4,16,69.2352,0.0491,0.0817
1,1,4,32,82.8542,0.0831,0.1058
,,,,,,
1,1,8,2,0.0506,0.0193,0.0024
1,1,8,4,22.4357,0.0984,0.0202
1,1,8,8,48.0475,2.7797,0.5272
1,1,8,16,69.2484,0.0675,0.043
1,1,8,32,82.8747,0.064,0.0339
,,,,,,
