inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,message_size,scattercast,tor_send_rate,latency,gswitch_inbuffer_size,horovod,num_gswitches,use_multicast,json,multi_step,in_network_computation,fwd_pass_time,worker_send_rate,worker_inbuffer_size,step_num,butterfly,num_ps,real_distribution,striping,worker_recv_rate,num_workers,worker_receive_time,iteration_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,forward_pass_as_bytes,latency_distribution,model_name,optimal_param_distribution
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-200_param_ps_assignment.json,3,0,0.357,10.0,-1,41,0,1,0,2,10.0,32,"[7.31516097280179, 7.31516417600179, 7.315167379201791, 7.315170582401791, 7.315176988801792, 7.315180192001792, 7.315183395201792, 7.315186598401793, 7.315189801601793, 7.3151930048017935, 7.315196208001794, 7.315199411201794, 7.3152026144017945, 7.315205817601795, 7.315209020801795, 7.315212224001796, 7.315215427201796, 7.315218630401796, 7.315221833601797, 7.315225036801797, 7.315228240001797, 7.315231443201798, 7.315234646401798, 7.3152378496017985, 7.315241052801799, 7.315244256001799, 7.3152474592017995, 7.3152506624018, 7.3152538656018, 7.315257068801801, 7.315260272001801, 7.316045008001773, 15.88953764799953, 15.88954085119953, 15.889544054399531, 15.889547257599531, 15.889550460799532, 15.889553663999532, 15.889556867199532, 15.889560070399533, 15.889566476799533, 15.889569679999534, 15.889572883199534, 15.889576086399535, 15.889579289599535, 15.889582492799535, 15.889585695999536, 15.889588899199536, 15.889592102399536, 15.889595305599537, 15.889598508799537, 15.889601711999537, 15.889604915199538, 15.889608118399538, 15.889611321599538, 15.889614524799539, 15.88961772799954, 15.88962093119954, 15.88962413439954, 15.88962733759954, 15.88963054079954, 15.889633743999541, 15.889636947199541, 15.890421683199513, 24.462952668805254, 24.462955872005253, 24.46295907520525, 24.46296227840525, 24.46296548160525, 24.462968684805247, 24.462971888005246, 24.462975091205244, 24.462978294405243, 24.46298149760524, 24.46298470080524, 24.46298790400524, 24.462991107205237, 24.462994310405236, 24.462997513605234, 24.463000716805233, 24.46300392000523, 24.46300712320523, 24.46301032640523, 24.463013529605227, 24.463016732805226, 24.463019936005225, 24.463023139205223, 24.46302954560522, 24.46303274880522, 24.463035952005217, 24.463039155205216, 24.463042358405215, 24.463045561605213, 24.46304876480521, 24.46305196800521, 24.46383670400524]",17.12777531520345,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,10.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-200_param_ps_assignment.json,3,0,0.357,10.0,-1,41,0,1,0,2,10.0,32,"[0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 6.998393455999929, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077, 13.609948441599077]",13.215842223999076,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,10.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-200_param_ps_assignment.json,3,1,0.357,10.0,-1,41,0,1,0,2,10.0,32,"[7.31516097280179, 7.31516417600179, 7.315167379201791, 7.315173785601791, 7.315176988801792, 7.315180192001792, 7.315183395201792, 7.315186598401793, 7.315189801601793, 7.3151930048017935, 7.315196208001794, 7.315199411201794, 7.3152026144017945, 7.315205817601795, 7.315209020801795, 7.315212224001796, 7.315215427201796, 7.315218630401796, 7.315221833601797, 7.315225036801797, 7.315228240001797, 7.315231443201798, 7.315234646401798, 7.3152378496017985, 7.315241052801799, 7.315244256001799, 7.3152474592017995, 7.3152506624018, 7.3152538656018, 7.315257068801801, 7.315260272001801, 7.316045008001773, 14.646031654404553, 14.646034857604553, 14.646038060804553, 14.646041264004554, 14.646044467204554, 14.646047670404554, 14.646050873604555, 14.646054076804555, 14.646057280004555, 14.646060483204556, 14.646063686404556, 14.646066889604556, 14.646070092804557, 14.646073296004557, 14.646076499204558, 14.646079702404558, 14.646082905604558, 14.646086108804559, 14.646089312004559, 14.64609251520456, 14.64609571840456, 14.64609892160456, 14.64610212480456, 14.646108531204561, 14.646111734404561, 14.646114937604562, 14.646118140804562, 14.646121344004563, 14.646124547204563, 14.646127750404563, 14.646130953604564, 14.646915689604535, 21.978636835209173, 21.97864003840917, 21.97864324160917, 21.97864644480917, 21.978649648009167, 21.978652851209166, 21.978656054409164, 21.978659257609163, 21.97866246080916, 21.97866566400916, 21.97866886720916, 21.978672070409157, 21.978675273609156, 21.978678476809154, 21.978681680009153, 21.97868488320915, 21.97868808640915, 21.97869128960915, 21.978694492809147, 21.978700899209144, 21.978704102409143, 21.97870730560914, 21.97871050880914, 21.97871371200914, 21.978716915209137, 21.978720118409136, 21.978723321609134, 21.978726524809133, 21.97872972800913, 21.97873293120913, 21.97873613440913, 21.979520870409157]",14.660203878407355,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,10.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-200_param_ps_assignment.json,3,1,0.357,10.0,-1,41,0,1,0,2,10.0,32,"[0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.22962115839999925, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 0.8651987840000003, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001, 1.343525763200001]",0.9566537535999997,12000000.0,0.0002,10.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,10.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-200_param_ps_assignment.json,3,0,0.357,25.0,-1,41,0,1,0,2,25.0,32,"[2.9260763891209356, 2.9260776704009355, 2.9260789516809353, 2.9260802329609352, 2.926081514240935, 2.926082795520935, 2.926084076800935, 2.9260853580809347, 2.9260866393609346, 2.9260879206409345, 2.9260892019209344, 2.9260904832009342, 2.926091764480934, 2.926093045760934, 2.926094327040934, 2.9260956083209337, 2.9260968896009336, 2.9260981708809335, 2.9260994521609334, 2.9261007334409332, 2.926103296000933, 2.926104577280933, 2.9261058585609327, 2.9261071398409326, 2.9261084211209325, 2.9261097024009324, 2.9261109836809323, 2.926112264960932, 2.926113546240932, 2.926114827520932, 2.9261161088009318, 2.926430003200929, 6.698548344320008, 6.698549625600008, 6.698550906880008, 6.698552188160009, 6.698553469440009, 6.698554750720009, 6.69855603200001, 6.69855731328001, 6.69855859456001, 6.698559875840011, 6.698561157120011, 6.698562438400011, 6.698563719680012, 6.698565000960012, 6.698566282240012, 6.698567563520013, 6.698568844800013, 6.698570126080013, 6.6985714073600136, 6.698572688640014, 6.698573969920014, 6.6985752512000145, 6.698576532480015, 6.698577813760015, 6.6985790950400155, 6.698581657600016, 6.698582938880016, 6.698584220160017, 6.698585501440017, 6.698586782720017, 6.698588064000018, 6.6989019584000005, 10.472377291526552, 10.472378572806551, 10.472379854086551, 10.47238113536655, 10.47238241664655, 10.47238369792655, 10.472384979206549, 10.472386260486548, 10.472387541766548, 10.472388823046547, 10.472390104326546, 10.472391385606546, 10.472392666886545, 10.472393948166545, 10.472395229446544, 10.472396510726544, 10.472397792006543, 10.472399073286542, 10.472400354566542, 10.472401635846541, 10.47240291712654, 10.47240419840654, 10.47240547968654, 10.472406760966539, 10.472408042246538, 10.472409323526538, 10.472410604806537, 10.472411886086537, 10.472413167366536, 10.472414448646536, 10.472417011206534, 10.472730905606547]",7.5327980121656175,12000000.0,0.0002,25.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,25.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-200_param_ps_assignment.json,3,0,0.357,25.0,-1,41,0,1,0,2,25.0,32,"[0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 3.0037040793598107, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684, 5.638521669118684]",5.268382469118683,12000000.0,0.0002,25.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,25.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-200_param_ps_assignment.json,3,1,0.357,25.0,-1,41,0,1,0,2,25.0,32,"[2.9260763891209356, 2.9260776704009355, 2.9260789516809353, 2.9260802329609352, 2.926081514240935, 2.926082795520935, 2.926084076800935, 2.9260853580809347, 2.9260866393609346, 2.9260879206409345, 2.9260892019209344, 2.9260904832009342, 2.926091764480934, 2.926093045760934, 2.926094327040934, 2.9260956083209337, 2.9260968896009336, 2.9260981708809335, 2.9260994521609334, 2.926102014720933, 2.926103296000933, 2.926104577280933, 2.9261058585609327, 2.9261071398409326, 2.9261084211209325, 2.9261097024009324, 2.9261109836809323, 2.926112264960932, 2.926113546240932, 2.926114827520932, 2.9261161088009318, 2.926430003200929, 5.8590619955211976, 5.859063276801198, 5.859064558081198, 5.8590658393611985, 5.859067120641199, 5.859068401921199, 5.8590696832011995, 5.8590709644812, 5.8590722457612, 5.8590735270412, 5.859074808321201, 5.859076089601201, 5.859078652161202, 5.859079933441202, 5.859081214721202, 5.859082496001203, 5.859083777281203, 5.859085058561203, 5.859086339841204, 5.859087621121204, 5.859088902401204, 5.859090183681205, 5.859091464961205, 5.859092746241205, 5.859094027521206, 5.859095308801206, 5.859096590081206, 5.8590978713612065, 5.859099152641207, 5.859100433921207, 5.8591017152012075, 5.85941560960119, 8.793448627203022, 8.793449908483021, 8.79345118976302, 8.79345247104302, 8.79345375232302, 8.793455033603019, 8.793456314883018, 8.793457596163018, 8.793458877443017, 8.793460158723017, 8.793461440003016, 8.793462721283015, 8.793464002563015, 8.793465283843014, 8.793466565123014, 8.793467846403013, 8.793469127683013, 8.793470408963012, 8.793471690243011, 8.79347297152301, 8.79347425280301, 8.79347553408301, 8.79347681536301, 8.793478096643009, 8.793480659203007, 8.793481940483007, 8.793483221763006, 8.793484503043006, 8.793485784323005, 8.793487065603005, 8.793488346883004, 8.793802241283016]",5.867497523202093,12000000.0,0.0002,25.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,25.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-200_param_ps_assignment.json,3,1,0.357,25.0,-1,41,0,1,0,2,25.0,32,"[0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.09186046335999977, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 0.8373155135999993, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024, 1.3056702233600024]",0.9367094195200016,12000000.0,0.0002,25.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,25.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,0,json/resnet-200_param_ps_assignment.json,3,0,0.357,50.0,-1,41,0,1,0,2,50.0,32,"[1.4630481945604679, 1.4630488352004678, 1.4630494758404677, 1.4630501164804677, 1.4630507571204676, 1.4630513977604676, 1.4630520384004675, 1.4630526790404674, 1.4630533196804674, 1.4630539603204673, 1.4630546009604672, 1.4630552416004672, 1.4630558822404671, 1.463056522880467, 1.463057163520467, 1.463057804160467, 1.4630584448004669, 1.4630590854404668, 1.4630597260804667, 1.4630603667204667, 1.4630610073604666, 1.4630616480004666, 1.4630622886404665, 1.4630629292804664, 1.4630635699204664, 1.4630642105604663, 1.4630648512004663, 1.4630654918404662, 1.4630661324804661, 1.463067413760466, 1.463068054400466, 1.4632250016004646, 3.320014274560492, 3.3200149152004923, 3.3200155558404925, 3.320016837120493, 3.320017477760493, 3.320018118400493, 3.3200187590404933, 3.3200193996804934, 3.3200200403204936, 3.3200206809604937, 3.320021321600494, 3.320021962240494, 3.3200226028804942, 3.3200232435204944, 3.3200238841604945, 3.3200245248004947, 3.320025165440495, 3.320025806080495, 3.320026446720495, 3.3200270873604953, 3.3200277280004955, 3.3200283686404957, 3.320029009280496, 3.320029649920496, 3.320030290560496, 3.3200309312004963, 3.3200315718404965, 3.3200322124804966, 3.320032853120497, 3.320033493760497, 3.320034134400497, 3.3201910816004885, 5.178668535682463, 5.178669176322463, 5.178669816962462, 5.178670457602462, 5.178671098242462, 5.1786717388824615, 5.178672379522461, 5.178673020162461, 5.17867430144246, 5.17867494208246, 5.17867558272246, 5.1786762233624595, 5.178676864002459, 5.178677504642459, 5.178678145282459, 5.178678785922458, 5.178679426562458, 5.178680067202458, 5.1786807078424575, 5.178681348482457, 5.178681989122457, 5.178682629762457, 5.178683270402456, 5.178683911042456, 5.178684551682456, 5.1786851923224555, 5.178685832962455, 5.178686473602455, 5.178687114242455, 5.178687754882454, 5.178688395522454, 5.17884534272246]",3.712006210561994,12000000.0,0.0002,50.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,50.0,1,none,resnet-200,0
0,10.0,distribution_csv/resnet-200/,-1,10000000.0,0,100.0,1e-05,-1,0,4,1,json/resnet-200_param_ps_assignment.json,3,0,0.357,50.0,-1,41,0,1,0,2,50.0,32,"[0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 0.045940231679999895, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 1.6875746156799, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181, 3.012179094399181]",2.6482954163191827,12000000.0,0.0002,50.0,1,,1,0,10.0,100.0,-1,0.0,csv/resnet-200/,3000.0,50.0,1,none,resnet-200,0
