"order, bits_sent, raw_edgename"
0,4718592.0,mixed_17x17x768e/branch_pool/Conv/weights/read
1,32.0,mixed_17x17x768e/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
2,32.0,mixed_17x17x768e/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
3,4718592.0,mixed_17x17x768c/branch_pool/Conv/weights/read
4,32.0,mixed_17x17x768c/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
5,32.0,mixed_17x17x768c/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
6,589824.0,mixed_35x35x288b/branch_pool/Conv/weights/read
7,32.0,mixed_35x35x288b/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
8,32.0,mixed_35x35x288b/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
9,294912.0,conv1/weights/read
10,32.0,conv1/weights/Regularizer/L2Regularizer/value
11,32.0,conv1/weights/Regularizer/L2Regularizer/L2Loss
12,1769472.0,mixed_35x35x256a/branch3x3dbl/Conv_1/weights/read
13,32.0,mixed_17x17x768e/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
14,32.0,mixed_17x17x768e/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
15,4718592.0,mixed_17x17x768e/branch7x7/Conv/weights/read
16,32.0,mixed_35x35x256a/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/value
17,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/read
18,32.0,mixed_35x35x256a/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
19,32.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
20,32.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
21,6881280.0,mixed_17x17x768d/branch7x7/Conv_2/weights/read
22,32.0,mixed_17x17x768d/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
23,32.0,mixed_17x17x768d/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
24,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/read
25,32.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
26,32.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
27,32.0,mixed_17x17x768c/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
28,32.0,mixed_17x17x768c/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
29,3932160.0,mixed_17x17x768c/branch7x7/Conv/weights/read
30,5734400.0,mixed_17x17x768c/branch7x7dbl/Conv_1/weights/read
31,32.0,mixed_17x17x768c/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
32,32.0,mixed_17x17x768c/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
33,5505024.0,mixed_17x17x768b/branch7x7/Conv_2/weights/read
34,32.0,mixed_17x17x768b/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
35,32.0,mixed_17x17x768b/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
36,3670016.0,mixed_17x17x768b/branch7x7dbl/Conv_3/weights/read
37,32.0,mixed_17x17x768b/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
38,32.0,mixed_17x17x768b/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
39,2654208.0,mixed_17x17x768a/branch3x3dbl/Conv_2/weights/read
40,32.0,mixed_17x17x768a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/value
41,32.0,mixed_17x17x768a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
42,2457600.0,mixed_35x35x288b/branch5x5/Conv_1/weights/read
43,32.0,mixed_35x35x288b/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/value
44,32.0,mixed_35x35x288b/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
45,32.0,mixed_35x35x288a/branch5x5/Conv/weights/Regularizer/L2Regularizer/value
46,32.0,mixed_35x35x288a/branch5x5/Conv/weights/Regularizer/L2Regularizer/L2Loss
47,393216.0,mixed_35x35x288a/branch5x5/Conv/weights/read
48,2654208.0,mixed_35x35x288a/branch3x3dbl/Conv_2/weights/read
49,32.0,mixed_35x35x288a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/value
50,32.0,mixed_35x35x288a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
51,32.0,mixed_35x35x256a/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
52,32.0,mixed_35x35x256a/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
53,393216.0,mixed_35x35x256a/branch1x1/Conv/weights/read
