"order, bits_sent, raw_edgename"
0,33554432.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv3/weights/read
1,32.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
2,16384.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv1/BatchNorm/gamma/read
3,33554432.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv3/weights/read
4,32.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
5,16384.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv1/BatchNorm/gamma/read
6,33554432.0,resnet_v2_200/block4/unit_1/bottleneck_v2/conv3/weights/read
7,32.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
8,32.0,resnet_v2_200/block4/unit_1/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
9,32.0,resnet_v2_200/block4/unit_1/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
10,16384.0,resnet_v2_200/block4/unit_1/bottleneck_v2/conv1/BatchNorm/gamma/read
11,32768.0,resnet_v2_200/block4/unit_1/bottleneck_v2/preact/gamma/read
12,8192.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/BatchNorm/beta/read
13,8388608.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/weights/read
14,32.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
15,32.0,resnet_v2_200/block3/unit_36/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
16,32768.0,resnet_v2_200/block3/unit_36/bottleneck_v2/preact/gamma/read
17,8192.0,resnet_v2_200/block3/unit_35/bottleneck_v2/conv1/BatchNorm/beta/read
18,8388608.0,resnet_v2_200/block3/unit_35/bottleneck_v2/conv1/weights/read
19,32.0,resnet_v2_200/block3/unit_35/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
20,32.0,resnet_v2_200/block3/unit_35/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
21,32768.0,resnet_v2_200/block3/unit_35/bottleneck_v2/preact/gamma/read
22,8192.0,resnet_v2_200/block3/unit_34/bottleneck_v2/conv1/BatchNorm/beta/read
23,8388608.0,resnet_v2_200/block3/unit_34/bottleneck_v2/conv1/weights/read
