"order, bits_sent, raw_edgename"
0,32.0,aux_logits/proj/weights/Regularizer/L2Regularizer/value
1,32.0,aux_logits/proj/weights/Regularizer/L2Regularizer/L2Loss
2,3145728.0,aux_logits/proj/weights/read
3,78643200.0,aux_logits/Conv/weights/read
4,32.0,aux_logits/Conv/weights/Regularizer/L2Regularizer/value
5,32.0,aux_logits/Conv/weights/Regularizer/L2Regularizer/L2Loss
6,24600576.0,aux_logits/FC/weights/read
7,32.0,aux_logits/FC/weights/Regularizer/L2Regularizer/value
8,32.0,aux_logits/FC/weights/Regularizer/L2Regularizer/L2Loss
9,32.0,mixed_17x17x768e/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
10,32.0,mixed_17x17x768e/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
11,4718592.0,mixed_17x17x768e/branch1x1/Conv/weights/read
12,32.0,mixed_17x17x768e/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
13,32.0,mixed_17x17x768e/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
14,4718592.0,mixed_17x17x768e/branch7x7/Conv/weights/read
15,8257536.0,mixed_17x17x768e/branch7x7/Conv_1/weights/read
16,32.0,mixed_17x17x768e/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/value
17,32.0,mixed_17x17x768e/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
18,8257536.0,mixed_17x17x768e/branch7x7/Conv_2/weights/read
19,32.0,mixed_17x17x768e/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
20,32.0,mixed_17x17x768e/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
21,32.0,mixed_17x17x768e/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/value
22,32.0,mixed_17x17x768e/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
23,4718592.0,mixed_17x17x768e/branch7x7dbl/Conv/weights/read
24,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/read
25,32.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
26,32.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
27,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_2/weights/read
28,32.0,mixed_17x17x768e/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/value
29,32.0,mixed_17x17x768e/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
30,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/read
31,32.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
32,32.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
33,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_4/weights/read
34,32.0,mixed_17x17x768e/branch7x7dbl/Conv_4/weights/Regularizer/L2Regularizer/value
35,32.0,mixed_17x17x768e/branch7x7dbl/Conv_4/weights/Regularizer/L2Regularizer/L2Loss
36,32.0,mixed_17x17x768d/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
37,32.0,mixed_17x17x768d/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
38,4718592.0,mixed_17x17x768d/branch1x1/Conv/weights/read
39,32.0,mixed_17x17x768d/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
40,32.0,mixed_17x17x768d/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
41,3932160.0,mixed_17x17x768d/branch7x7/Conv/weights/read
42,5734400.0,mixed_17x17x768d/branch7x7/Conv_1/weights/read
43,32.0,mixed_17x17x768d/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/value
44,32.0,mixed_17x17x768d/branch7x7/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
45,6881280.0,mixed_17x17x768d/branch7x7/Conv_2/weights/read
46,32.0,mixed_17x17x768d/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
47,32.0,mixed_17x17x768d/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
48,32.0,mixed_17x17x768d/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/value
49,32.0,mixed_17x17x768d/branch7x7dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
50,3932160.0,mixed_17x17x768d/branch7x7dbl/Conv/weights/read
51,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/read
52,32.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
53,32.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
54,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_2/weights/read
55,32.0,mixed_17x17x768d/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/value
56,32.0,mixed_17x17x768d/branch7x7dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
57,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/read
58,32.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
59,32.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
