"order, bits_sent, raw_edgename"
0,1024.0,conv1/BatchNorm/beta/read
1,2560.0,conv3/BatchNorm/beta/read
2,1024.0,mixed_35x35x256a/branch_pool/Conv/BatchNorm/beta/read
3,3072.0,mixed_35x35x256a/branch3x3dbl/Conv_1/BatchNorm/beta/read
4,2048.0,mixed_35x35x256a/branch5x5/Conv_1/BatchNorm/beta/read
5,2048.0,mixed_35x35x256a/branch1x1/Conv/BatchNorm/beta/read
6,2048.0,mixed_35x35x288a/branch3x3dbl/Conv/BatchNorm/beta/read
7,3072.0,mixed_35x35x288a/branch3x3dbl/Conv_2/BatchNorm/beta/read
8,1536.0,mixed_35x35x288a/branch5x5/Conv/BatchNorm/beta/read
9,24576.0,aux_logits/Conv/BatchNorm/beta/read
10,6144.0,mixed_17x17x768e/branch7x7/Conv_2/BatchNorm/beta/read
11,6144.0,mixed_17x17x768e/branch7x7/Conv/BatchNorm/beta/read
12,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_3/BatchNorm/beta/read
13,6144.0,mixed_17x17x768e/branch7x7dbl/Conv_1/BatchNorm/beta/read
14,6144.0,mixed_17x17x768e/branch_pool/Conv/BatchNorm/beta/read
15,6144.0,mixed_17x17x768d/branch7x7/Conv_2/BatchNorm/beta/read
16,5120.0,mixed_17x17x768d/branch7x7/Conv/BatchNorm/beta/read
17,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_3/BatchNorm/beta/read
18,5120.0,mixed_17x17x768d/branch7x7dbl/Conv_1/BatchNorm/beta/read
19,6144.0,mixed_17x17x768d/branch_pool/Conv/BatchNorm/beta/read
20,6144.0,mixed_17x17x768c/branch7x7/Conv_2/BatchNorm/beta/read
21,5120.0,mixed_17x17x768c/branch7x7/Conv/BatchNorm/beta/read
22,5120.0,mixed_17x17x768c/branch7x7dbl/Conv_3/BatchNorm/beta/read
23,5120.0,mixed_17x17x768c/branch7x7dbl/Conv_1/BatchNorm/beta/read
24,6144.0,mixed_17x17x768c/branch_pool/Conv/BatchNorm/beta/read
25,6144.0,mixed_17x17x768b/branch7x7/Conv_2/BatchNorm/beta/read
26,4096.0,mixed_17x17x768b/branch7x7/Conv/BatchNorm/beta/read
27,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_3/BatchNorm/beta/read
28,4096.0,mixed_17x17x768b/branch7x7dbl/Conv_1/BatchNorm/beta/read
29,6144.0,mixed_17x17x768b/branch_pool/Conv/BatchNorm/beta/read
30,3072.0,mixed_17x17x768a/branch3x3dbl/Conv_2/BatchNorm/beta/read
31,2048.0,mixed_17x17x768a/branch3x3dbl/Conv/BatchNorm/beta/read
32,2048.0,mixed_35x35x288b/branch1x1/Conv/BatchNorm/beta/read
33,2048.0,mixed_35x35x288b/branch5x5/Conv_1/BatchNorm/beta/read
34,3072.0,mixed_35x35x288b/branch3x3dbl/Conv_1/BatchNorm/beta/read
35,2048.0,mixed_35x35x288b/branch_pool/Conv/BatchNorm/beta/read
