"order, bits_sent, raw_edgename"
0,18874368.0,resnet_v2_101/block3/unit_23/bottleneck_v2/conv2/weights/read
1,32.0,resnet_v2_101/block3/unit_23/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
2,32.0,resnet_v2_101/block3/unit_23/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
3,18874368.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/weights/read
4,32.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
5,32.0,resnet_v2_101/block3/unit_22/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
6,18874368.0,resnet_v2_101/block3/unit_21/bottleneck_v2/conv2/weights/read
7,32.0,resnet_v2_101/block3/unit_21/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
8,32.0,resnet_v2_101/block3/unit_21/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
9,18874368.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/weights/read
10,32.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
11,32.0,resnet_v2_101/block3/unit_20/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
12,18874368.0,resnet_v2_101/block3/unit_19/bottleneck_v2/conv2/weights/read
13,32.0,resnet_v2_101/block3/unit_19/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
14,32.0,resnet_v2_101/block3/unit_19/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
15,18874368.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/weights/read
16,32.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
17,32.0,resnet_v2_101/block3/unit_18/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
18,18874368.0,resnet_v2_101/block3/unit_17/bottleneck_v2/conv2/weights/read
19,32.0,resnet_v2_101/block3/unit_17/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
20,32.0,resnet_v2_101/block3/unit_17/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
21,18874368.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/weights/read
22,32.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
23,32.0,resnet_v2_101/block3/unit_16/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
24,18874368.0,resnet_v2_101/block3/unit_15/bottleneck_v2/conv2/weights/read
25,32.0,resnet_v2_101/block3/unit_15/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
26,32.0,resnet_v2_101/block3/unit_15/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
27,18874368.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/weights/read
28,32.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
29,32.0,resnet_v2_101/block3/unit_14/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
30,18874368.0,resnet_v2_101/block3/unit_13/bottleneck_v2/conv2/weights/read
31,32.0,resnet_v2_101/block3/unit_13/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
32,32.0,resnet_v2_101/block3/unit_13/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
33,18874368.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/weights/read
34,65536.0,resnet_v2_101/block4/unit_1/bottleneck_v2/shortcut/biases/read
35,32.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
36,32.0,resnet_v2_101/block3/unit_12/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
37,2048.0,resnet_v2_101/block1/unit_1/bottleneck_v2/conv2/BatchNorm/beta/read
38,8192.0,resnet_v2_101/block1/unit_2/bottleneck_v2/preact/beta/read
39,2048.0,resnet_v2_101/block1/unit_2/bottleneck_v2/conv2/BatchNorm/beta/read
40,8192.0,resnet_v2_101/block1/unit_3/bottleneck_v2/preact/beta/read
41,2048.0,resnet_v2_101/block1/unit_3/bottleneck_v2/conv2/BatchNorm/beta/read
42,8192.0,resnet_v2_101/block2/unit_1/bottleneck_v2/preact/beta/read
43,4096.0,resnet_v2_101/block2/unit_1/bottleneck_v2/conv2/BatchNorm/gamma/read
44,16384.0,resnet_v2_101/block2/unit_1/bottleneck_v2/conv3/biases/read
45,4096.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv2/BatchNorm/gamma/read
46,16384.0,resnet_v2_101/block2/unit_2/bottleneck_v2/conv3/biases/read
47,4096.0,resnet_v2_101/block2/unit_3/bottleneck_v2/conv2/BatchNorm/gamma/read
48,16384.0,resnet_v2_101/block2/unit_3/bottleneck_v2/conv3/biases/read
49,4096.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv2/BatchNorm/gamma/read
50,16384.0,resnet_v2_101/block2/unit_4/bottleneck_v2/conv3/biases/read
51,18874368.0,resnet_v2_101/block3/unit_1/bottleneck_v2/conv2/weights/read
52,32.0,resnet_v2_101/block3/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
53,32.0,resnet_v2_101/block3/unit_1/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
54,18874368.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/weights/read
55,32.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
56,32.0,resnet_v2_101/block3/unit_2/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
57,18874368.0,resnet_v2_101/block3/unit_3/bottleneck_v2/conv2/weights/read
58,32.0,resnet_v2_101/block3/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
59,32.0,resnet_v2_101/block3/unit_3/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
60,18874368.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/weights/read
61,32.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
62,32.0,resnet_v2_101/block3/unit_4/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
63,18874368.0,resnet_v2_101/block3/unit_5/bottleneck_v2/conv2/weights/read
64,32.0,resnet_v2_101/block3/unit_5/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
65,32.0,resnet_v2_101/block3/unit_5/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
66,18874368.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/weights/read
67,32.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
68,32.0,resnet_v2_101/block3/unit_6/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
69,18874368.0,resnet_v2_101/block3/unit_7/bottleneck_v2/conv2/weights/read
70,32.0,resnet_v2_101/block3/unit_7/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
71,32.0,resnet_v2_101/block3/unit_7/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
72,18874368.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/weights/read
73,32.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
74,32.0,resnet_v2_101/block3/unit_8/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
75,18874368.0,resnet_v2_101/block3/unit_9/bottleneck_v2/conv2/weights/read
76,32.0,resnet_v2_101/block3/unit_9/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
77,32.0,resnet_v2_101/block3/unit_9/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
78,18874368.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/weights/read
79,32.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
80,32.0,resnet_v2_101/block3/unit_10/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
81,18874368.0,resnet_v2_101/block3/unit_11/bottleneck_v2/conv2/weights/read
82,32.0,resnet_v2_101/block3/unit_11/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer
83,32.0,resnet_v2_101/block3/unit_11/bottleneck_v2/conv2/kernel/Regularizer/l2_regularizer/L2Loss
