inputs_as_bytes,gswitch_recv_rate,tor_inbuffer_size,tor_send_rate,latency,gswitch_inbuffer_size,num_gswitches,use_multicast,in_network_computation,json,worker_send_rate,worker_inbuffer_size,step_num,num_ps,worker_recv_rate,num_workers,iteration_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,model_name,latency_distribution
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,1,10.0,8,1.0520281856001286,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,1,10.0,8,1.660907107202293,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,2,10.0,8,1.0520271904001284,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,2,10.0,8,1.6599264736022634,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,4,10.0,8,1.0520270880001283,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,4,10.0,8,1.3455736287987612,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,8,10.0,8,1.0520271904001284,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,8,10.0,8,1.1683349984007805,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,1,10.0,12,1.587028185600128,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,1,10.0,12,2.543839907212271,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,2,10.0,12,1.5870276000001282,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,2,10.0,12,2.5423666016122395,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,4,10.0,12,1.5870273952001286,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,4,10.0,12,2.0708352863986996,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,8,10.0,12,1.5870270880001285,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,22,8,10.0,12,1.801049555200151,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,23,1,10.0,2,0.7020281856001276,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,0,0,json/inception-v3_param_ps_assignment.json,10.0,-1,23,1,10.0,2,0.7890106208006147,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
0,25.0,-1,25.0,1e-05,-1,4,1,0,json/inception-v3_param_ps_assignment.json,10.0,-1,23,2,10.0,2,0.702027600000128,12000.0,1.0,10.0,1,,25.0,25.0,-1,0.0,csv/inception-v3/,3000.0,10.0,inception-v3,none
