"order, bits_sent, raw_edgename"
0,78643200.0,aux_logits/Conv/weights/read
1,32.0,aux_logits/Conv/weights/Regularizer/L2Regularizer/value
2,32.0,aux_logits/Conv/weights/Regularizer/L2Regularizer/L2Loss
3,32.0,mixed_17x17x768e/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
4,32.0,mixed_17x17x768e/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
5,4718592.0,mixed_17x17x768e/branch7x7/Conv/weights/read
6,8257536.0,mixed_17x17x768e/branch7x7/Conv_2/weights/read
7,32.0,mixed_17x17x768e/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
8,32.0,mixed_17x17x768e/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
9,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/read
10,32.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
11,32.0,mixed_17x17x768e/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
12,8257536.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/read
13,32.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
14,32.0,mixed_17x17x768e/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
15,32.0,mixed_17x17x768d/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
16,32.0,mixed_17x17x768d/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
17,3932160.0,mixed_17x17x768d/branch7x7/Conv/weights/read
18,6881280.0,mixed_17x17x768d/branch7x7/Conv_2/weights/read
19,32.0,mixed_17x17x768d/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
20,32.0,mixed_17x17x768d/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
21,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/read
22,32.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
23,32.0,mixed_17x17x768d/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
24,5734400.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/read
25,32.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
26,32.0,mixed_17x17x768d/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
27,32.0,mixed_17x17x768c/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
28,32.0,mixed_17x17x768c/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
29,3932160.0,mixed_17x17x768c/branch7x7/Conv/weights/read
30,6881280.0,mixed_17x17x768c/branch7x7/Conv_2/weights/read
31,32.0,mixed_17x17x768c/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
32,32.0,mixed_17x17x768c/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
33,5734400.0,mixed_17x17x768c/branch7x7dbl/Conv_1/weights/read
34,32.0,mixed_17x17x768c/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
35,32.0,mixed_17x17x768c/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
36,5734400.0,mixed_17x17x768c/branch7x7dbl/Conv_3/weights/read
37,32.0,mixed_17x17x768c/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
38,32.0,mixed_17x17x768c/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
39,32.0,mixed_17x17x768b/branch7x7/Conv/weights/Regularizer/L2Regularizer/value
40,32.0,mixed_17x17x768b/branch7x7/Conv/weights/Regularizer/L2Regularizer/L2Loss
41,3145728.0,mixed_17x17x768b/branch7x7/Conv/weights/read
42,5505024.0,mixed_17x17x768b/branch7x7/Conv_2/weights/read
43,32.0,mixed_17x17x768b/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/value
44,32.0,mixed_17x17x768b/branch7x7/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
45,3670016.0,mixed_17x17x768b/branch7x7dbl/Conv_1/weights/read
46,32.0,mixed_17x17x768b/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/value
47,32.0,mixed_17x17x768b/branch7x7dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
48,3670016.0,mixed_17x17x768b/branch7x7dbl/Conv_3/weights/read
49,32.0,mixed_17x17x768b/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/value
50,32.0,mixed_17x17x768b/branch7x7dbl/Conv_3/weights/Regularizer/L2Regularizer/L2Loss
51,32.0,mixed_17x17x768a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/value
52,32.0,mixed_17x17x768a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
53,589824.0,mixed_17x17x768a/branch3x3dbl/Conv/weights/read
54,2654208.0,mixed_17x17x768a/branch3x3dbl/Conv_2/weights/read
55,32.0,mixed_17x17x768a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/value
56,32.0,mixed_17x17x768a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
57,32.0,mixed_35x35x288b/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
58,32.0,mixed_35x35x288b/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
59,589824.0,mixed_35x35x288b/branch1x1/Conv/weights/read
60,2457600.0,mixed_35x35x288b/branch5x5/Conv_1/weights/read
61,32.0,mixed_35x35x288b/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/value
62,32.0,mixed_35x35x288b/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
63,1769472.0,mixed_35x35x288b/branch3x3dbl/Conv_1/weights/read
64,32.0,mixed_35x35x288b/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/value
65,32.0,mixed_35x35x288b/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
66,32.0,mixed_35x35x288a/branch5x5/Conv/weights/Regularizer/L2Regularizer/value
67,32.0,mixed_35x35x288a/branch5x5/Conv/weights/Regularizer/L2Regularizer/L2Loss
68,393216.0,mixed_35x35x288a/branch5x5/Conv/weights/read
69,32.0,mixed_35x35x288a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/value
70,32.0,mixed_35x35x288a/branch3x3dbl/Conv/weights/Regularizer/L2Regularizer/L2Loss
71,524288.0,mixed_35x35x288a/branch3x3dbl/Conv/weights/read
72,2654208.0,mixed_35x35x288a/branch3x3dbl/Conv_2/weights/read
73,32.0,mixed_35x35x288a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/value
74,32.0,mixed_35x35x288a/branch3x3dbl/Conv_2/weights/Regularizer/L2Regularizer/L2Loss
75,32.0,mixed_35x35x256a/branch1x1/Conv/weights/Regularizer/L2Regularizer/value
76,32.0,mixed_35x35x256a/branch1x1/Conv/weights/Regularizer/L2Regularizer/L2Loss
77,393216.0,mixed_35x35x256a/branch1x1/Conv/weights/read
78,2457600.0,mixed_35x35x256a/branch5x5/Conv_1/weights/read
79,32.0,mixed_35x35x256a/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/value
80,32.0,mixed_35x35x256a/branch5x5/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
81,1769472.0,mixed_35x35x256a/branch3x3dbl/Conv_1/weights/read
82,32.0,mixed_35x35x256a/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/value
83,32.0,mixed_35x35x256a/branch3x3dbl/Conv_1/weights/Regularizer/L2Regularizer/L2Loss
84,294912.0,conv1/weights/read
85,32.0,conv1/weights/Regularizer/L2Regularizer/value
86,32.0,conv1/weights/Regularizer/L2Regularizer/L2Loss
87,163840.0,conv3/weights/read
88,32.0,conv3/weights/Regularizer/L2Regularizer/value
89,32.0,conv3/weights/Regularizer/L2Regularizer/L2Loss
90,196608.0,mixed_35x35x256a/branch_pool/Conv/weights/read
91,32.0,mixed_35x35x256a/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
92,32.0,mixed_35x35x256a/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
93,589824.0,mixed_35x35x288b/branch_pool/Conv/weights/read
94,32.0,mixed_35x35x288b/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
95,32.0,mixed_35x35x288b/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
96,4718592.0,mixed_17x17x768b/branch_pool/Conv/weights/read
97,32.0,mixed_17x17x768b/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
98,32.0,mixed_17x17x768b/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
99,4718592.0,mixed_17x17x768c/branch_pool/Conv/weights/read
100,32.0,mixed_17x17x768c/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
101,32.0,mixed_17x17x768c/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
102,4718592.0,mixed_17x17x768d/branch_pool/Conv/weights/read
103,32.0,mixed_17x17x768d/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
104,32.0,mixed_17x17x768d/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
105,4718592.0,mixed_17x17x768e/branch_pool/Conv/weights/read
106,32.0,mixed_17x17x768e/branch_pool/Conv/weights/Regularizer/L2Regularizer/value
107,32.0,mixed_17x17x768e/branch_pool/Conv/weights/Regularizer/L2Regularizer/L2Loss
