"order, bits_sent, raw_edgename"
0,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_1/BatchNorm/beta/read
1,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_3/BatchNorm/beta/read
2,10240.0,mixed_17x17x1280a/branch3x3/Conv_1/BatchNorm/beta/read
3,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_1/BatchNorm/beta/read
4,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_3/BatchNorm/beta/read
5,12288.0,mixed_8x8x2048a/branch3x3/Conv/BatchNorm/beta/read
6,12288.0,mixed_8x8x2048a/branch3x3/Conv_2/BatchNorm/beta/read
7,6144.0,mixed_8x8x2048b/branch_pool/Conv/BatchNorm/beta/read
8,14336.0,mixed_8x8x2048b/branch3x3dbl/Conv/BatchNorm/beta/read
9,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_2/BatchNorm/beta/read
10,12288.0,mixed_8x8x2048b/branch3x3/Conv_1/BatchNorm/beta/read
11,10240.0,mixed_8x8x2048b/branch1x1/Conv/BatchNorm/beta/read
12,64.0,sync_token_q_Dequeue
