inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,tor_send_rate,latency,gswitch_inbuffer_size,num_gswitches,use_multicast,json,in_network_computation,fwd_pass_time,worker_send_rate,worker_inbuffer_size,step_num,num_ps,striping,worker_recv_rate,num_workers,worker_receive_time,iteration_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,ps_recv_rate,latency_distribution,model_name,optimal_param_distribution
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10,-1,41,4,1,10,128,"[4.567007924774241, 4.567007940774242, 4.567007953574243, 4.567007967974244, 4.567007969574244, 4.567007969574244, 4.567007971174244, 4.567007971174244, 4.5670079727742445, 4.5670079727742445, 4.567007974374245, 4.567007977574245, 4.567007982374245, 4.5670079839742455, 4.5670079839742455, 4.5670079839742455, 4.5670079967742465, 4.567007998374247, 4.567007998374247, 4.567007998374247, 4.567007999974247, 4.567008007974247, 4.567008009574248, 4.567008011174248, 4.567008012774248, 4.567008012774248, 4.567008014374248, 4.567008015974248, 4.567008015974248, 4.567008015974248, 4.567008017574248, 4.567008017574248, 4.567008017574248, 4.567008019174248, 4.5670080207742485, 4.5670080207742485, 4.567008022374249, 4.567008022374249, 4.567008023974249, 4.567008023974249, 4.567008025574249, 4.567008027174249, 4.567008028774249, 4.567008028774249, 4.567008030374249, 4.567008030374249, 4.567008031974249, 4.567008031974249, 4.56700803357425, 4.56700803517425, 4.56700803677425, 4.56700803837425, 4.56700803837425, 4.56700803837425, 4.56700803997425, 4.56700803997425, 4.56700804157425, 4.56700804157425, 4.5670080447742505, 4.5670080447742505, 4.5670080447742505, 4.567008046374251, 4.567008046374251, 4.567008046374251, 4.567008047974251, 4.567008047974251, 4.567008049574251, 4.567008049574251, 4.567008051174251, 4.567008051174251, 4.567008051174251, 4.567008052774251, 4.567008052774251, 4.567008054374251, 4.567008054374251, 4.567008054374251, 4.567008055974251, 4.567008055974251, 4.5670080575742515, 4.5670080575742515, 4.5670080575742515, 4.567008059174252, 4.567008059174252, 4.567008059174252, 4.567008060774252, 4.567008060774252, 4.567008060774252, 4.567008060774252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008065574252, 4.567008065574252, 4.567008065574252, 4.567008065574252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008078374253, 4.567008078374253, 4.567008078374253, 4.567008078374253]",9.098822421537312,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10,-1,41,4,1,10,128,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",1.0124347335999226,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10,-1,42,4,1,10,128,"[4.56700791357424, 4.567007932774241, 4.567007951974243, 4.5670079599742435, 4.567007963174244, 4.567007966374244, 4.567007969574244, 4.567007971174244, 4.567007977574245, 4.567007977574245, 4.567007979174245, 4.567007980774245, 4.567007980774245, 4.5670079839742455, 4.567007987174246, 4.567007988774246, 4.567007988774246, 4.567007991974246, 4.567007991974246, 4.567007995174246, 4.567007998374247, 4.567007999974247, 4.567008003174247, 4.567008004774247, 4.567008006374247, 4.567008007974247, 4.567008007974247, 4.567008009574248, 4.567008009574248, 4.567008011174248, 4.567008012774248, 4.567008012774248, 4.567008014374248, 4.567008014374248, 4.567008015974248, 4.567008015974248, 4.567008019174248, 4.5670080207742485, 4.567008022374249, 4.567008022374249, 4.567008023974249, 4.567008025574249, 4.567008025574249, 4.567008027174249, 4.567008028774249, 4.567008028774249, 4.567008028774249, 4.567008030374249, 4.567008031974249, 4.567008031974249, 4.567008031974249, 4.56700803357425, 4.56700803517425, 4.56700803517425, 4.56700803677425, 4.56700803837425, 4.56700803837425, 4.56700803837425, 4.56700803997425, 4.56700803997425, 4.56700803997425, 4.56700803997425, 4.56700804157425, 4.56700804317425, 4.5670080447742505, 4.5670080447742505, 4.5670080447742505, 4.567008046374251, 4.567008046374251, 4.567008046374251, 4.567008047974251, 4.567008049574251, 4.567008049574251, 4.567008051174251, 4.567008051174251, 4.567008052774251, 4.567008052774251, 4.567008052774251, 4.567008054374251, 4.567008054374251, 4.567008055974251, 4.567008055974251, 4.567008055974251, 4.5670080575742515, 4.5670080575742515, 4.567008060774252, 4.567008060774252, 4.567008060774252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008065574252, 4.567008065574252, 4.567008065574252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008071974253, 4.567008071974253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008078374253, 4.567008078374253, 4.567008078374253, 4.567008078374253]",9.111782917536944,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10,-1,42,4,1,10,128,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",0.8889518407999898,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10,-1,43,4,1,10,128,"[4.56700791837424, 4.567007950374243, 4.567007963174244, 4.567007971174244, 4.567007985574246, 4.567007985574246, 4.567007987174246, 4.567007988774246, 4.567007991974246, 4.567007995174246, 4.567007998374247, 4.567007998374247, 4.567007999974247, 4.567008001574247, 4.567008001574247, 4.567008004774247, 4.567008004774247, 4.567008007974247, 4.567008011174248, 4.567008012774248, 4.567008012774248, 4.567008014374248, 4.567008014374248, 4.567008015974248, 4.567008015974248, 4.567008017574248, 4.567008019174248, 4.567008019174248, 4.5670080207742485, 4.567008022374249, 4.567008023974249, 4.567008025574249, 4.567008025574249, 4.567008025574249, 4.567008027174249, 4.567008028774249, 4.567008028774249, 4.567008028774249, 4.567008030374249, 4.567008030374249, 4.567008030374249, 4.567008031974249, 4.567008031974249, 4.567008031974249, 4.56700803357425, 4.56700803357425, 4.56700803357425, 4.56700803517425, 4.56700803517425, 4.56700803677425, 4.56700803677425, 4.56700803677425, 4.56700803837425, 4.56700803997425, 4.56700803997425, 4.56700803997425, 4.56700804157425, 4.56700804157425, 4.56700804157425, 4.56700804317425, 4.5670080447742505, 4.5670080447742505, 4.5670080447742505, 4.567008049574251, 4.567008049574251, 4.567008049574251, 4.567008051174251, 4.567008051174251, 4.567008051174251, 4.567008052774251, 4.567008052774251, 4.567008052774251, 4.567008054374251, 4.567008054374251, 4.567008054374251, 4.567008055974251, 4.567008055974251, 4.567008055974251, 4.5670080575742515, 4.5670080575742515, 4.5670080575742515, 4.567008059174252, 4.567008059174252, 4.567008059174252, 4.567008060774252, 4.567008060774252, 4.567008060774252, 4.567008060774252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008065574252, 4.567008065574252, 4.567008065574252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008078374253, 4.567008078374253, 4.567008078374253, 4.567008078374253]",9.120354202336921,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10,-1,43,4,1,10,128,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",0.8669518407999898,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10,-1,44,4,1,10,128,"[4.56700791997424, 4.567007932774241, 4.567007950374243, 4.567007956774243, 4.567007974374245, 4.567007979174245, 4.567007980774245, 4.5670079839742455, 4.567007985574246, 4.567007988774246, 4.567007990374246, 4.567007991974246, 4.567007991974246, 4.567007993574246, 4.567007995174246, 4.5670079967742465, 4.567008001574247, 4.567008001574247, 4.567008003174247, 4.567008003174247, 4.567008006374247, 4.567008006374247, 4.567008007974247, 4.567008009574248, 4.567008011174248, 4.567008012774248, 4.567008014374248, 4.567008017574248, 4.567008019174248, 4.5670080207742485, 4.567008022374249, 4.567008023974249, 4.567008023974249, 4.567008023974249, 4.567008025574249, 4.567008025574249, 4.567008027174249, 4.567008027174249, 4.567008027174249, 4.567008028774249, 4.567008028774249, 4.567008028774249, 4.567008030374249, 4.567008030374249, 4.567008031974249, 4.567008031974249, 4.56700803517425, 4.56700803517425, 4.56700803517425, 4.56700803677425, 4.56700803677425, 4.56700803677425, 4.56700803997425, 4.56700803997425, 4.56700804157425, 4.56700804157425, 4.56700804317425, 4.56700804317425, 4.56700804317425, 4.5670080447742505, 4.5670080447742505, 4.5670080447742505, 4.5670080447742505, 4.567008046374251, 4.567008046374251, 4.567008047974251, 4.567008047974251, 4.567008047974251, 4.567008047974251, 4.567008047974251, 4.567008049574251, 4.567008049574251, 4.567008051174251, 4.567008051174251, 4.567008052774251, 4.567008054374251, 4.567008054374251, 4.567008055974251, 4.567008055974251, 4.567008055974251, 4.567008055974251, 4.5670080575742515, 4.5670080575742515, 4.567008059174252, 4.567008059174252, 4.567008059174252, 4.567008059174252, 4.567008060774252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008062374252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008065574252, 4.567008065574252, 4.567008065574252, 4.567008067174252, 4.567008067174252, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008078374253, 4.567008078374253, 4.567008078374253, 4.567008078374253]",9.119908147936885,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10,-1,44,4,1,10,128,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",0.8862795208000064,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,0,json/resnet-101_param_ps_assignment.json,0,0.176,10,-1,45,4,1,10,128,"[4.567007955174243, 4.567007958374243, 4.567007958374243, 4.567007961574244, 4.567007963174244, 4.567007966374244, 4.567007969574244, 4.567007974374245, 4.567007977574245, 4.567007979174245, 4.567007979174245, 4.567007982374245, 4.5670079839742455, 4.567007998374247, 4.567008001574247, 4.567008001574247, 4.567008003174247, 4.567008003174247, 4.567008004774247, 4.567008004774247, 4.567008007974247, 4.567008007974247, 4.567008009574248, 4.567008011174248, 4.567008011174248, 4.567008011174248, 4.567008012774248, 4.567008012774248, 4.567008019174248, 4.5670080207742485, 4.5670080207742485, 4.567008022374249, 4.567008022374249, 4.567008023974249, 4.567008023974249, 4.567008025574249, 4.567008025574249, 4.567008025574249, 4.567008027174249, 4.567008028774249, 4.567008028774249, 4.567008030374249, 4.56700803357425, 4.56700803517425, 4.56700803517425, 4.56700803517425, 4.56700803517425, 4.56700803677425, 4.56700803677425, 4.56700803677425, 4.56700803677425, 4.56700803837425, 4.56700803837425, 4.56700803837425, 4.56700803997425, 4.56700803997425, 4.56700804157425, 4.56700804317425, 4.5670080447742505, 4.5670080447742505, 4.567008046374251, 4.567008046374251, 4.567008046374251, 4.567008047974251, 4.567008047974251, 4.567008047974251, 4.567008049574251, 4.567008049574251, 4.567008049574251, 4.567008051174251, 4.567008051174251, 4.567008051174251, 4.567008052774251, 4.567008052774251, 4.567008052774251, 4.567008054374251, 4.567008054374251, 4.567008054374251, 4.567008055974251, 4.567008055974251, 4.567008055974251, 4.5670080575742515, 4.5670080575742515, 4.5670080575742515, 4.567008059174252, 4.567008059174252, 4.567008059174252, 4.567008059174252, 4.567008060774252, 4.567008060774252, 4.567008062374252, 4.567008063974252, 4.567008063974252, 4.567008063974252, 4.567008065574252, 4.567008065574252, 4.567008065574252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.567008067174252, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.5670080687742525, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008070374253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008071974253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008073574253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008075174253, 4.567008076774253, 4.567008076774253, 4.567008076774253, 4.567008078374253, 4.567008078374253, 4.567008078374253, 4.567008078374253]",9.106997132737144,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,json/resnet-101_param_ps_assignment.json,1,0.176,10,-1,45,4,1,10,128,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",0.9959518407999898,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,10,none,resnet-101,1
