inputs_as_bytes,gswitch_recv_rate,distribution_trace_base_dir,tor_inbuffer_size,tor_send_rate,latency,gswitch_inbuffer_size,num_gswitches,use_multicast,fwd_pass_time,in_network_computation,json,worker_send_rate,worker_inbuffer_size,step_num,num_ps,striping,worker_recv_rate,num_workers,ps_recv_rate,iteration_time,MTU,latency_std,ps_send_rate,on_same_rack,topology,fat_tree,verbosity,gswitch_send_rate,tor_recv_rate,ps_inbuffer_size,gradient_size,trace_base_dir,timeout,worker_receive_time,optimal_param_distribution,model_name,latency_distribution
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,1,1,10,2,10,0.8449770271999905,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466850240000603, 0.14466850240000603]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,2,1,10,2,10,0.8449603727999897,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466690080000397, 0.14466690080000397]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,4,1,10,2,10,0.8449520455999899,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466610000000538, 0.14466610000000538]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,8,1,10,2,10,0.8449477027999901,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.1446656996000101, 0.1446656996000101]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,1,1,10,4,10,0.6569770271999904,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,2,1,10,4,10,0.6569603727999896,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,4,1,10,4,10,0.6569520455999899,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,8,1,10,4,10,0.6569477795999901,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,1,1,10,8,10,0.5351221824001385,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,2,1,10,8,10,0.5276079024001282,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,4,1,10,8,10,0.5275775592001283,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,8,1,10,8,10,0.5275733956001254,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,1,1,10,16,10,0.8629768223999904,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,2,1,10,16,10,0.8649601679999895,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,4,1,10,16,10,0.8389519943999899,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,8,1,10,16,10,0.8179478819999901,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,1,1,10,32,10,0.7949770271999904,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603, 0.14466850240000603]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,2,1,10,32,10,0.8619603727999896,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397, 0.14466690080000397]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,4,1,10,32,10,0.8599519431999898,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538, 0.14466610000000538]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,41,8,1,10,32,10,0.8239482915999903,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101, 0.1446656996000101]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,42,1,1,10,2,10,0.7829770271999904,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466850240000603, 0.14466850240000603]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,42,2,1,10,2,10,0.7829603727999896,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466690080000397, 0.14466690080000397]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,42,4,1,10,2,10,0.7829520455999899,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.14466610000000538, 0.14466610000000538]",1,resnet-101,none
0,25.0,distribution_csv/resnet-101/,-1,25.0,0.001,-1,4,1,0.176,1,json/resnet-101_param_ps_assignment.json,10,-1,42,8,1,10,2,10,0.7829478819999901,120000.0,0.0002,10,1,,1,0,25.0,25.0,-1,0.0,csv/resnet-101/,3000.0,"[0.1446656996000101, 0.1446656996000101]",1,resnet-101,none
