"order, bits_sent, raw_edgename"
0,524288.0,resnet_v2_200/block1/unit_3/bottleneck_v2/conv3/weights/read
1,32.0,resnet_v2_200/block1/unit_3/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
2,2048.0,resnet_v2_200/block1/unit_3/bottleneck_v2/conv1/BatchNorm/gamma/read
3,524288.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv3/weights/read
4,32.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
5,2048.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv1/BatchNorm/gamma/read
6,524288.0,resnet_v2_200/block1/unit_1/bottleneck_v2/conv3/weights/read
7,32.0,resnet_v2_200/block1/unit_1/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
8,2048.0,resnet_v2_200/block1/unit_1/bottleneck_v2/conv1/BatchNorm/gamma/read
9,2048.0,resnet_v2_200/block1/unit_1/bottleneck_v2/preact/gamma/read
10,32.0,resnet_v2_200/block1/unit_1/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
11,32.0,resnet_v2_200/block1/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
12,32.0,resnet_v2_200/block1/unit_3/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
13,32.0,resnet_v2_200/block3/unit_1/bottleneck_v2/shortcut/kernel/Regularizer/l2_regularizer
14,32.0,resnet_v2_200/block3/unit_1/bottleneck_v2/shortcut/kernel/Regularizer/l2_regularizer/L2Loss
15,16777216.0,resnet_v2_200/block3/unit_1/bottleneck_v2/shortcut/weights/read
16,65536.0,resnet_v2_200/postnorm/gamma/read
17,16384.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv1/BatchNorm/beta/read
18,65536.0,resnet_v2_200/block4/unit_3/bottleneck_v2/preact/gamma/read
19,16384.0,resnet_v2_200/block4/unit_2/bottleneck_v2/conv1/BatchNorm/beta/read
20,65536.0,resnet_v2_200/block4/unit_2/bottleneck_v2/preact/gamma/read
21,16384.0,resnet_v2_200/block4/unit_1/bottleneck_v2/conv1/BatchNorm/beta/read
22,2097152.0,resnet_v2_200/block2/unit_24/bottleneck_v2/conv1/weights/read
23,32.0,resnet_v2_200/block2/unit_24/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
24,32.0,resnet_v2_200/block2/unit_24/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
25,2097152.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv1/weights/read
26,32.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
27,32.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
28,2097152.0,resnet_v2_200/block2/unit_22/bottleneck_v2/conv1/weights/read
29,32.0,resnet_v2_200/block2/unit_22/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
30,32.0,resnet_v2_200/block2/unit_22/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
31,2097152.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv1/weights/read
32,32.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
33,32.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
34,2097152.0,resnet_v2_200/block2/unit_20/bottleneck_v2/conv1/weights/read
35,32.0,resnet_v2_200/block2/unit_20/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
36,32.0,resnet_v2_200/block2/unit_20/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
37,2097152.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv1/weights/read
38,32.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
39,32.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
