"order, bits_sent, raw_edgename"
0,65601536.0,resnet_v2_200/logits/weights/read
1,32.0,resnet_v2_200/logits/kernel/Regularizer/l2_regularizer
2,32.0,resnet_v2_200/logits/kernel/Regularizer/l2_regularizer/L2Loss
3,33554432.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv1/weights/read
4,32.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer
5,32.0,resnet_v2_200/block4/unit_3/bottleneck_v2/conv1/kernel/Regularizer/l2_regularizer/L2Loss
6,32.0,resnet_v2_200/block1/unit_1/bottleneck_v2/shortcut/kernel/Regularizer/l2_regularizer
7,32.0,resnet_v2_200/block1/unit_1/bottleneck_v2/shortcut/kernel/Regularizer/l2_regularizer/L2Loss
8,524288.0,resnet_v2_200/block1/unit_1/bottleneck_v2/shortcut/weights/read
9,4096.0,resnet_v2_200/block2/unit_1/bottleneck_v2/conv1/BatchNorm/beta/read
10,16384.0,resnet_v2_200/block2/unit_2/bottleneck_v2/preact/gamma/read
11,4096.0,resnet_v2_200/block2/unit_2/bottleneck_v2/conv1/BatchNorm/beta/read
12,16384.0,resnet_v2_200/block2/unit_3/bottleneck_v2/preact/gamma/read
13,4096.0,resnet_v2_200/block2/unit_3/bottleneck_v2/conv1/BatchNorm/beta/read
14,16384.0,resnet_v2_200/block2/unit_4/bottleneck_v2/preact/gamma/read
15,4096.0,resnet_v2_200/block2/unit_4/bottleneck_v2/conv1/BatchNorm/beta/read
16,16384.0,resnet_v2_200/block2/unit_5/bottleneck_v2/preact/gamma/read
17,4096.0,resnet_v2_200/block2/unit_5/bottleneck_v2/conv1/BatchNorm/beta/read
18,16384.0,resnet_v2_200/block2/unit_6/bottleneck_v2/preact/gamma/read
19,4096.0,resnet_v2_200/block2/unit_6/bottleneck_v2/conv1/BatchNorm/beta/read
20,16384.0,resnet_v2_200/block2/unit_7/bottleneck_v2/preact/gamma/read
21,4096.0,resnet_v2_200/block2/unit_7/bottleneck_v2/conv1/BatchNorm/beta/read
22,16384.0,resnet_v2_200/block2/unit_8/bottleneck_v2/preact/gamma/read
23,4096.0,resnet_v2_200/block2/unit_8/bottleneck_v2/conv1/BatchNorm/beta/read
24,16384.0,resnet_v2_200/block2/unit_9/bottleneck_v2/preact/gamma/read
25,4096.0,resnet_v2_200/block2/unit_9/bottleneck_v2/conv1/BatchNorm/beta/read
26,16384.0,resnet_v2_200/block2/unit_10/bottleneck_v2/preact/gamma/read
27,4096.0,resnet_v2_200/block2/unit_10/bottleneck_v2/conv1/BatchNorm/beta/read
28,16384.0,resnet_v2_200/block2/unit_11/bottleneck_v2/preact/gamma/read
29,4096.0,resnet_v2_200/block2/unit_11/bottleneck_v2/conv1/BatchNorm/beta/read
30,16384.0,resnet_v2_200/block2/unit_12/bottleneck_v2/preact/gamma/read
31,4096.0,resnet_v2_200/block2/unit_12/bottleneck_v2/conv1/BatchNorm/beta/read
32,16384.0,resnet_v2_200/block2/unit_13/bottleneck_v2/preact/gamma/read
33,4096.0,resnet_v2_200/block2/unit_13/bottleneck_v2/conv1/BatchNorm/beta/read
34,16384.0,resnet_v2_200/block2/unit_14/bottleneck_v2/preact/gamma/read
35,4096.0,resnet_v2_200/block2/unit_14/bottleneck_v2/conv1/BatchNorm/beta/read
36,16384.0,resnet_v2_200/block2/unit_15/bottleneck_v2/preact/gamma/read
37,4096.0,resnet_v2_200/block2/unit_15/bottleneck_v2/conv1/BatchNorm/beta/read
38,16384.0,resnet_v2_200/block2/unit_16/bottleneck_v2/preact/gamma/read
39,4096.0,resnet_v2_200/block2/unit_16/bottleneck_v2/conv1/BatchNorm/beta/read
40,16384.0,resnet_v2_200/block2/unit_17/bottleneck_v2/preact/gamma/read
41,4096.0,resnet_v2_200/block2/unit_17/bottleneck_v2/conv1/BatchNorm/beta/read
42,16384.0,resnet_v2_200/block2/unit_18/bottleneck_v2/preact/gamma/read
43,4096.0,resnet_v2_200/block2/unit_18/bottleneck_v2/conv1/BatchNorm/beta/read
44,16384.0,resnet_v2_200/block2/unit_19/bottleneck_v2/preact/gamma/read
45,4096.0,resnet_v2_200/block2/unit_19/bottleneck_v2/conv1/BatchNorm/beta/read
46,16384.0,resnet_v2_200/block2/unit_20/bottleneck_v2/preact/gamma/read
47,4096.0,resnet_v2_200/block2/unit_20/bottleneck_v2/conv1/BatchNorm/beta/read
48,16384.0,resnet_v2_200/block2/unit_21/bottleneck_v2/preact/gamma/read
49,4096.0,resnet_v2_200/block2/unit_21/bottleneck_v2/conv1/BatchNorm/beta/read
50,16384.0,resnet_v2_200/block2/unit_22/bottleneck_v2/preact/gamma/read
51,4096.0,resnet_v2_200/block2/unit_22/bottleneck_v2/conv1/BatchNorm/beta/read
52,16384.0,resnet_v2_200/block2/unit_23/bottleneck_v2/preact/gamma/read
53,4096.0,resnet_v2_200/block2/unit_23/bottleneck_v2/conv1/BatchNorm/beta/read
54,16384.0,resnet_v2_200/block2/unit_24/bottleneck_v2/preact/gamma/read
55,4096.0,resnet_v2_200/block2/unit_24/bottleneck_v2/conv1/BatchNorm/beta/read
56,16384.0,resnet_v2_200/block3/unit_1/bottleneck_v2/preact/gamma/read
57,8192.0,resnet_v2_200/block3/unit_1/bottleneck_v2/conv1/BatchNorm/gamma/read
58,8388608.0,resnet_v2_200/block3/unit_1/bottleneck_v2/conv3/weights/read
59,32.0,resnet_v2_200/block3/unit_1/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
60,32.0,resnet_v2_200/block3/unit_1/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
61,8192.0,resnet_v2_200/block3/unit_2/bottleneck_v2/conv1/BatchNorm/gamma/read
62,8388608.0,resnet_v2_200/block3/unit_2/bottleneck_v2/conv3/weights/read
63,32.0,resnet_v2_200/block3/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
64,32.0,resnet_v2_200/block3/unit_2/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer/L2Loss
65,8192.0,resnet_v2_200/block3/unit_3/bottleneck_v2/conv1/BatchNorm/gamma/read
66,8388608.0,resnet_v2_200/block3/unit_3/bottleneck_v2/conv3/weights/read
67,32.0,resnet_v2_200/block3/unit_3/bottleneck_v2/conv3/kernel/Regularizer/l2_regularizer
