time,queue,compute
0.0,4.87174546049809e-06,
1.0,0.10162727735545303,
2.0,0.9268596288309118,
3.0,0.9253412211158969,
4.0,0.9353052205716825,
5.0,0.9452692200274682,
6.0,0.9552307276414199,
7.0,0.953712319926405,
8.0,0.9636763193821907,
9.0,0.9736378269961423,
10.0,0.9721194192811274,
11.0,0.9763409692305959,
12.0,0.9776906714664472,
13.0,0.9761710178305154,
14.0,0.9775219659872837,
15.0,0.977436367326785,
16.0,0.9759160907303946,
17.0,0.9751134645821793,
18.0,0.973951390249418,
19.0,0.9724308021727984,
20.0,0.9710896267082226,
21.0,0.9695687271513739,
22.0,0.9680562375607146,1.0
23.0,0.9665353380038658,
24.0,0.965014438447017,
25.0,0.9634935388901682,
26.0,0.9619726393333194,
27.0,0.9604517397764706,
28.0,0.9589308402196218,
29.0,0.957409940662773,
30.0,0.9558890411059242,
31.0,0.9543681415490753,
32.0,0.9528472419922266,
33.0,0.9513263424353777,
34.0,0.949805442878529,
35.0,0.9482845433216801,
36.0,0.9467636437648314,
37.0,0.9452427442079826,
38.0,0.9437218446511337,
39.0,0.942200945094285,
40.0,0.9406800455374361,
41.0,0.9391591459805874,
42.0,0.9376382464237385,
43.0,0.9361173468668897,
44.0,0.9345964473100409,
45.0,0.9330755477531921,
46.0,0.9315546481963433,
47.0,0.9300337486394945,
48.0,0.9285128490826458,
49.0,0.9269919495257969,
50.0,0.9254710499689481,
51.0,0.9239501504120993,
52.0,0.9224292508552505,
53.0,0.9209083512984017,
54.0,0.9193874517415529,
55.0,0.917866552184704,
56.0,0.9163456526278553,
57.0,0.9148247530710064,
58.0,0.9133038535141577,
59.0,0.9117829539573089,
60.0,0.91026205440046,
61.0,0.9087411548436113,
62.0,0.9072202552867624,
63.0,0.9056993557299137,
64.0,0.9041784561730648,
65.0,0.902657556616216,
66.0,0.9011366570593672,
67.0,0.8996157575025184,
68.0,0.8980948579456697,
69.0,0.8965739583888208,
70.0,0.8950530588319721,
71.0,0.8935321592751232,
72.0,0.8920112597182744,
73.0,0.8904903601614256,
74.0,0.8889694606045768,
75.0,0.887448561047728,
76.0,0.8859276614908792,
77.0,0.8844067619340303,
78.0,0.8828858623771816,
79.0,0.8813649628203328,
80.0,0.879844063263484,
81.0,0.8783231637066352,
82.0,0.8768022641497863,
83.0,0.8752813645929376,
84.0,0.8737604650360887,
85.0,0.87223956547924,
86.0,0.8707186659223911,
87.0,0.8691977663655424,
88.0,0.8676768668086935,
89.0,0.8661559672518447,
90.0,0.864635067694996,
91.0,0.8631141681381471,
92.0,0.8615932685812984,
93.0,0.8600723690244495,
94.0,0.8585514694676007,
95.0,0.8570305699107519,
96.0,0.8555096703539031,
97.0,0.8539887707970543,
98.0,0.8524678712402055,
99.0,0.8509469716833566,
100.0,0.8494260721265079,
101.0,0.8479051725696591,
102.0,0.8463842730128103,
103.0,0.8448633734559615,
104.0,0.8433424738991127,
105.0,0.8418215743422639,
106.0,0.840300674785415,
107.0,0.8387797752285663,
108.0,0.8372588756717174,
109.0,0.8357379761148687,
110.0,0.8342170765580198,
111.0,0.832696177001171,
112.0,0.8311752774443223,
113.0,0.8296543778874734,
114.0,0.8281334783306247,
115.0,0.8266125787737758,
116.0,0.825091679216927,
117.0,0.8235707796600782,
118.0,0.8220498801032294,
119.0,0.8205289805463806,
120.0,0.8190080809895318,
121.0,0.817487181432683,
122.0,0.8159662818758342,
123.0,0.8144453823189854,
124.0,0.8129244827621366,
125.0,0.8114035832052878,
126.0,0.809882683648439,
127.0,0.8083617840915902,
128.0,0.8068408845347413,
129.0,0.8053199849778926,
130.0,0.8037990854210437,
131.0,0.802278185864195,
132.0,0.8007572863073461,
133.0,0.7992363867504974,
134.0,0.7977154871936486,
135.0,0.7961945876367997,
136.0,0.794673688079951,
137.0,0.7931527885231021,
138.0,0.7916318889662534,
139.0,0.7901109894094045,
140.0,0.7885900898525557,
141.0,0.7870691902957069,
142.0,0.7855482907388581,
143.0,0.7840273911820093,
144.0,0.7825064916251605,
145.0,0.7809855920683118,
146.0,0.7794646925114629,
147.0,0.7779437929546141,
148.0,0.7764228933977653,
149.0,0.7749019938409165,
150.0,0.7733810942840676,
151.0,0.7718601947272189,
152.0,0.77033929517037,
153.0,0.7688183956135213,
154.0,0.7672974960566724,
155.0,0.7657765964998237,
156.0,0.7642556969429749,
157.0,0.762734797386126,
158.0,0.7612138978292773,
159.0,0.7596929982724284,
160.0,0.7581720987155797,
161.0,0.7566511991587308,
162.0,0.755130299601882,
163.0,0.7536094000450332,
164.0,0.7520885004881844,
165.0,0.7505676009313356,
166.0,0.7490467013744868,
167.0,0.7475258018176381,
168.0,0.7460049022607892,
169.0,0.7444840027039404,
170.0,0.7429631031470916,
171.0,0.7414422035902428,
172.0,0.739921304033394,
173.0,0.7384004044765452,
174.0,0.7368795049196963,
175.0,0.7353586053628476,
176.0,0.7338377058059987,
177.0,0.73231680624915,
178.0,0.7307959066923012,
179.0,0.7292750071354523,
180.0,0.7277541075786036,
181.0,0.7262332080217547,
182.0,0.724712308464906,
183.0,0.7231914089080571,
184.0,0.7216705093512084,
185.0,0.7201496097943595,
186.0,0.7186287102375107,
187.0,0.7171078106806619,
188.0,0.7155869111238131,
189.0,0.7140660115669644,
190.0,0.7125451120101155,
191.0,0.7110242124532667,
192.0,0.7095033128964179,
193.0,0.7079824133395691,
194.0,0.7064615137827203,
195.0,0.7049406142258715,
196.0,0.7034197146690226,
197.0,0.7018988151121739,
198.0,0.7003779155553251,
199.0,0.6988570159984763,
200.0,0.6973361164416275,
201.0,0.6958152168847787,
202.0,0.6942943173279299,
203.0,0.692773417771081,
204.0,0.6912525182142323,
205.0,0.6897316186573834,
206.0,0.6882107191005347,
207.0,0.6866898195436858,
208.0,0.685168919986837,
209.0,0.6836480204299883,
210.0,0.6821271208731394,
211.0,0.6806062213162907,
212.0,0.6790853217594418,
213.0,0.677564422202593,
214.0,0.6760435226457442,
215.0,0.6745226230888954,
216.0,0.6730017235320466,
217.0,0.6714808239751978,
218.0,0.669959924418349,
219.0,0.6684390248615002,
220.0,0.6669181253046514,
221.0,0.6653972257478026,
222.0,0.6638763261909538,
223.0,0.662355426634105,
224.0,0.6608345270772562,
225.0,0.6593136275204073,
226.0,0.6577927279635586,
227.0,0.6562718284067097,
228.0,0.654750928849861,
229.0,0.6532300292930121,
230.0,0.6517091297361634,
231.0,0.6501882301793146,
232.0,0.6486673306224657,
233.0,0.647146431065617,
234.0,0.6456255315087681,
235.0,0.6441046319519194,
236.0,0.6425837323950705,
237.0,0.6410628328382217,
238.0,0.6395419332813729,
239.0,0.6380210337245241,
240.0,0.6365001341676753,
241.0,0.6349792346108265,
242.0,0.6334583350539778,
243.0,0.6319374354971289,
244.0,0.6304165359402801,
245.0,0.6288956363834313,
246.0,0.6273747368265825,
247.0,0.6258538372697336,
248.0,0.6243329377128849,
249.0,0.622812038156036,
250.0,0.6212911385991873,
251.0,0.6197702390423384,
252.0,0.6182493394854897,
253.0,0.6167284399286409,
254.0,0.615207540371792,
255.0,0.6136866408149433,
256.0,0.6121657412580944,
257.0,0.6106448417012457,
258.0,0.6091239421443968,
259.0,0.607603042587548,
260.0,0.6060821430306992,
261.0,0.6045612434738504,
262.0,0.6030403439170016,
263.0,0.6015194443601528,
264.0,0.5999985448033041,
265.0,0.5984776452464552,
266.0,0.5969567456896064,
267.0,0.5954358461327576,
268.0,0.5939149465759088,
269.0,0.59239404701906,
270.0,0.5908731474622112,
271.0,0.5893522479053623,
272.0,0.5878313483485136,
273.0,0.5863104487916647,
274.0,0.584789549234816,
275.0,0.5832686496779672,
276.0,0.5817477501211183,
277.0,0.5802268505642696,
278.0,0.5787059510074207,
279.0,0.577185051450572,
280.0,0.5756641518937231,
281.0,0.5741432523368744,
282.0,0.5726223527800255,
283.0,0.5711014532231767,
284.0,0.5695805536663279,
285.0,0.5680596541094791,
286.0,0.5665387545526304,
287.0,0.5650178549957815,
288.0,0.5634969554389327,
289.0,0.5619760558820839,
290.0,0.5604551563252351,
291.0,0.5589342567683863,
292.0,0.5574133572115375,
293.0,0.5558924576546886,
294.0,0.5543715580978399,
295.0,0.552850658540991,
296.0,0.5513297589841423,
297.0,0.5498088594272935,
298.0,0.5482879598704447,
299.0,0.5467670603135959,
300.0,0.545246160756747,
301.0,0.5437252611998983,
302.0,0.5422043616430494,
303.0,0.5406834620862007,
304.0,0.5391625625293518,
305.0,0.537641662972503,
306.0,0.5361207634156542,
307.0,0.5345998638588054,
308.0,0.5330789643019567,
309.0,0.5315580647451078,
310.0,0.530037165188259,
311.0,0.5285162656314102,
312.0,0.5269953660745614,
313.0,0.5254744665177126,
314.0,0.5239535669608638,
315.0,0.522432667404015,
316.0,0.5209117678471662,
317.0,0.5193908682903173,
318.0,0.5178699687334686,
319.0,0.5163490691766198,
320.0,0.514828169619771,
321.0,0.5133072700629222,
322.0,0.5117863705060733,
323.0,0.5102654709492246,
324.0,0.5087445713923757,
325.0,0.507223671835527,
326.0,0.5057027722786781,
327.0,0.5041818727218293,
328.0,0.5026609731649806,
329.0,0.5011400736081317,
330.0,0.4996191740512829,
331.0,0.4980982744944341,
332.0,0.4965773749375853,
333.0,0.4950564753807365,
334.0,0.49353557582388774,
335.0,0.49201467626703893,
336.0,0.4904937767101901,
337.0,0.4889728771533413,
338.0,0.4874519775964925,
339.0,0.4859310780396437,
340.0,0.4844101784827949,
341.0,0.4828892789259461,
342.0,0.48136837936909727,
343.0,0.47984747981224846,
344.0,0.47832658025539965,
345.0,0.4768056806985509,
346.0,0.4752847811417021,
347.0,0.4737638815848533,
348.0,0.47224298202800447,
349.0,0.47072208247115566,
350.0,0.46920118291430685,
351.0,0.46768028335745804,
352.0,0.46615938380060923,
353.0,0.4646384842437604,
354.0,0.4631175846869116,
355.0,0.46159668513006286,
356.0,0.46007578557321405,
357.0,0.45855488601636524,
358.0,0.45703398645951643,
359.0,0.4555130869026676,
360.0,0.4539921873458188,
361.0,0.45247128778897,
362.0,0.4509503882321212,
363.0,0.4494294886752724,
364.0,0.4479085891184236,
365.0,0.44638768956157476,
366.0,0.444866790004726,
367.0,0.4433458904478772,
368.0,0.4418249908910284,
369.0,0.4403040913341796,
370.0,0.43878319177733077,
371.0,0.43726229222048196,
372.0,0.43574139266363315,
373.0,0.43422049310678434,
374.0,0.43269959354993554,
