resnet-101
,multiagg,horovod,horovod + multicast,butterfly
10.0,0.6627594903578944,0.8431121114947238,0.658062513684201,0.9468104257683974
25.0,0.5982137031876923,0.5701187586461425,0.5464926364061502,0.5639557219446171
50.0,0.5713677422821053,0.5484702787031542,0.5439279151831558,0.5517182654652627
75.0,0.5574865621557895,0.560202754896833,0.5523191395256098,0.5542259743438592
100.0,0.561598606905263,0.5583456823242038,0.5462314093136812,0.551056507621052
125.0,0.550718464471579,0.5603108216454725,0.5505020501423153,0.5528925658947368

