time,queue
104.0,5545024128.0
105.0,5535024128.0
106.0,5525024128.0
107.0,5515024128.0
108.0,5505024128.0
109.0,5495024128.0
110.0,5485024128.0
111.0,5475024128.0
112.0,5465024128.0
113.0,5455024128.0
114.0,5445024128.0
115.0,5435024128.0
116.0,5425024128.0
117.0,5415024128.0
118.0,5405024128.0
119.0,5395024128.0
120.0,5385024128.0
121.0,5375024128.0
122.0,5365024128.0
123.0,5355024128.0
124.0,5345024128.0
125.0,5335024128.0
126.0,5325024128.0
127.0,5315024128.0
128.0,5305024128.0
129.0,5295024128.0
130.0,5285024128.0
131.0,5275024128.0
132.0,5265024128.0
133.0,5255024128.0
134.0,5245024128.0
135.0,5235024128.0
136.0,5225024128.0
137.0,5215024128.0
138.0,5205024128.0
139.0,5195024128.0
140.0,5185024128.0
141.0,5175024128.0
142.0,5165024128.0
143.0,5155024128.0
144.0,5145024128.0
145.0,5135024128.0
146.0,5125024128.0
147.0,5115024128.0
148.0,5105024128.0
149.0,5095024128.0
150.0,5085024128.0
151.0,5075024128.0
152.0,5065024128.0
153.0,5055024128.0
154.0,5045024128.0
155.0,5035024128.0
156.0,5025024128.0
157.0,5015024128.0
158.0,5005024128.0
159.0,4995024128.0
160.0,4985024128.0
161.0,4975024128.0
162.0,4965024128.0
163.0,4955024128.0
164.0,4945024128.0
165.0,4935024128.0
166.0,4925024128.0
167.0,4915024128.0
168.0,4905024128.0
169.0,4895024128.0
170.0,4885024128.0
171.0,4875024128.0
172.0,4865024128.0
173.0,4855024128.0
174.0,4845024128.0
175.0,4835024128.0
176.0,4825024128.0
177.0,4815024128.0
178.0,4805024128.0
179.0,4795024128.0
180.0,4785024128.0
181.0,4775024128.0
182.0,4765024128.0
183.0,4755024128.0
184.0,4745024128.0
185.0,4735024128.0
186.0,4725024128.0
187.0,4715024128.0
188.0,4705024128.0
189.0,4695024128.0
190.0,4685024128.0
191.0,4675024128.0
192.0,4665024128.0
193.0,4655024128.0
194.0,4645024128.0
195.0,4635024128.0
196.0,4625024128.0
197.0,4615024128.0
198.0,4605024128.0
199.0,4595024128.0
200.0,4585024128.0
201.0,4575024128.0
202.0,4565024128.0
203.0,4555024128.0
204.0,4545024128.0
205.0,4535024128.0
206.0,4525024128.0
207.0,4515024128.0
208.0,4505024128.0
209.0,4495024128.0
210.0,4485024128.0
211.0,4475024128.0
212.0,4465024128.0
213.0,4455024128.0
214.0,4445024128.0
215.0,4435024128.0
216.0,4425024128.0
217.0,4415024128.0
218.0,4405024128.0
219.0,4395024128.0
220.0,4385024128.0
221.0,4375024128.0
222.0,4365024128.0
223.0,4355024128.0
224.0,4345024128.0
225.0,4335024128.0
226.0,4325024128.0
227.0,4315024128.0
228.0,4305024128.0
229.0,4295024128.0
230.0,4285024128.0
231.0,4275024128.0
232.0,4265024128.0
233.0,4255024128.0
234.0,4245024128.0
235.0,4235024128.0
236.0,4225024128.0
237.0,4215024128.0
238.0,4205024128.0
239.0,4195024128.0
240.0,4185024128.0
241.0,4175024128.0
242.0,4165024128.0
243.0,4155024128.0
244.0,4145024128.0
245.0,4135024128.0
246.0,4125024128.0
247.0,4115024128.0
248.0,4105024128.0
249.0,4095024128.0
250.0,4085024128.0
251.0,4075024128.0
252.0,4065024128.0
253.0,4055024128.0
254.0,4045024128.0
255.0,4035024128.0
256.0,4025024128.0
257.0,4015024128.0
258.0,4005024128.0
259.0,3995024128.0
260.0,3985024128.0
261.0,3975024128.0
262.0,3965024128.0
263.0,3955024128.0
264.0,3945024128.0
265.0,3935024128.0
266.0,3925024128.0
267.0,3915024128.0
268.0,3905024128.0
269.0,3895024128.0
270.0,3885024128.0
271.0,3875024128.0
272.0,3865024128.0
273.0,3855024128.0
274.0,3845024128.0
275.0,3835024128.0
276.0,3825024128.0
277.0,3815024128.0
278.0,3805024128.0
279.0,3795024128.0
280.0,3785024128.0
281.0,3775024128.0
282.0,3765024128.0
283.0,3755024128.0
284.0,3745024128.0
285.0,3735024128.0
286.0,3725024128.0
287.0,3715024128.0
288.0,3705024128.0
289.0,3695024128.0
290.0,3685024128.0
291.0,3675024128.0
292.0,3665024128.0
293.0,3655024128.0
294.0,3645024128.0
295.0,3635024128.0
296.0,3625024128.0
297.0,3615024128.0
298.0,3605024128.0
299.0,3595024128.0
300.0,3585024128.0
301.0,3575024128.0
302.0,3565024128.0
303.0,3555024128.0
304.0,3545024128.0
305.0,3535024128.0
306.0,3525024128.0
307.0,3515024128.0
308.0,3505024128.0
309.0,3495024128.0
310.0,3485024128.0
311.0,3475024128.0
312.0,3465024128.0
313.0,3455024128.0
314.0,3445024128.0
315.0,3435024128.0
316.0,3425024128.0
317.0,3415024128.0
318.0,3405024128.0
319.0,3395024128.0
320.0,3385024128.0
321.0,3375024128.0
322.0,3365024128.0
323.0,3355024128.0
324.0,3345024128.0
325.0,3335024128.0
326.0,3325024128.0
327.0,3315024128.0
328.0,3305024128.0
329.0,3295024128.0
330.0,3285024128.0
331.0,3275024128.0
332.0,3265024128.0
333.0,3255024128.0
334.0,3245024128.0
335.0,3235024128.0
336.0,3225024128.0
337.0,3215024128.0
338.0,3205024128.0
339.0,3195024128.0
340.0,3185024128.0
341.0,3175024128.0
342.0,3165024128.0
343.0,3155024128.0
344.0,3145024128.0
345.0,3135024128.0
346.0,3125024128.0
347.0,3115024128.0
348.0,3105024128.0
349.0,3095024128.0
350.0,3085024128.0
351.0,3075024128.0
352.0,3065024128.0
353.0,3055024128.0
354.0,3045024128.0
355.0,3035024128.0
356.0,3025024128.0
357.0,3015024128.0
358.0,3005024128.0
359.0,2995024128.0
360.0,2985024128.0
361.0,2975024128.0
362.0,2965024128.0
363.0,2955024128.0
364.0,2945024128.0
365.0,2935024128.0
366.0,2925024128.0
367.0,2915024128.0
368.0,2905024128.0
369.0,2895024128.0
370.0,2885024128.0
371.0,2875024128.0
372.0,2865024128.0
373.0,2855024128.0
374.0,2845024128.0
375.0,2835024128.0
376.0,2825024128.0
377.0,2815024128.0
378.0,2805024128.0
379.0,2795024128.0
380.0,2785024128.0
381.0,2775024128.0
382.0,2765024128.0
383.0,2755024128.0
384.0,2745024128.0
385.0,2735024128.0
386.0,2725024128.0
387.0,2715024128.0
388.0,2705024128.0
389.0,2695024128.0
390.0,2685024128.0
391.0,2675024128.0
392.0,2665024128.0
393.0,2655024128.0
394.0,2645024128.0
395.0,2635024128.0
396.0,2625024128.0
397.0,2615024128.0
398.0,2605024128.0
399.0,2595024128.0
400.0,2585024128.0
401.0,2575024128.0
402.0,2565024128.0
403.0,2555024128.0
404.0,2545024128.0
405.0,2535024128.0
406.0,2525024128.0
407.0,2515024128.0
408.0,2505024128.0
409.0,2495024128.0
410.0,2485024128.0
411.0,2475024128.0
412.0,2465024128.0
413.0,2455024128.0
414.0,2445024128.0
415.0,2435024128.0
416.0,2425024128.0
417.0,2415024128.0
418.0,2405024128.0
419.0,2395024128.0
420.0,2385024128.0
421.0,2375024128.0
422.0,2365024128.0
423.0,2355024128.0
424.0,2345024128.0
425.0,2335024128.0
426.0,2325024128.0
427.0,2315024128.0
428.0,2305024128.0
429.0,2295024128.0
430.0,2285024128.0
431.0,2275024128.0
432.0,2265024128.0
433.0,2255024128.0
434.0,2245024128.0
435.0,2235024128.0
436.0,2225024128.0
437.0,2215024128.0
438.0,2205024128.0
439.0,2195024128.0
440.0,2185024128.0
441.0,2175024128.0
442.0,2165024128.0
443.0,2155024128.0
444.0,2145024128.0
445.0,2135024128.0
446.0,2125024128.0
447.0,2115024128.0
448.0,2105024128.0
449.0,2095024128.0
450.0,2085024128.0
451.0,2075024128.0
452.0,2065024128.0
453.0,2055024128.0
454.0,2045024128.0
455.0,2035024128.0
456.0,2025024128.0
457.0,2015024128.0
458.0,2005024128.0
459.0,1995024128.0
460.0,1985024128.0
461.0,1975024128.0
462.0,1965024128.0
463.0,1955024128.0
464.0,1945024128.0
465.0,1935024128.0
466.0,1925024128.0
467.0,1915024128.0
468.0,1905024128.0
469.0,1895024128.0
470.0,1885024128.0
471.0,1875024128.0
472.0,1865024128.0
473.0,1855024128.0
474.0,1845024128.0
475.0,1835024128.0
476.0,1825024128.0
477.0,1815024128.0
478.0,1805024128.0
479.0,1795024128.0
480.0,1785024128.0
481.0,1775024128.0
482.0,1765024128.0
483.0,1755024128.0
484.0,1745024128.0
485.0,1735024128.0
486.0,1725024128.0
487.0,1715024128.0
488.0,1705024128.0
489.0,1695024128.0
490.0,1685024128.0
491.0,1675024128.0
492.0,1665024128.0
493.0,1655024128.0
494.0,1645024128.0
495.0,1635024128.0
496.0,1625024128.0
497.0,1615024128.0
498.0,1605024128.0
499.0,1595024128.0
500.0,1585024128.0
501.0,1575024128.0
502.0,1565024128.0
503.0,1555024128.0
504.0,1545024128.0
505.0,1535024128.0
506.0,1525024128.0
507.0,1515024128.0
508.0,1505024128.0
509.0,1495024128.0
510.0,1485024128.0
511.0,1475024128.0
512.0,1465024128.0
513.0,1455024128.0
514.0,1445024128.0
515.0,1435024128.0
516.0,1425024128.0
517.0,1415024128.0
518.0,1405024128.0
519.0,1395024128.0
520.0,1385024128.0
521.0,1375024128.0
522.0,1365024128.0
523.0,1355024128.0
524.0,1345024128.0
525.0,1335024128.0
526.0,1325024128.0
527.0,1315024128.0
528.0,1305024128.0
529.0,1295024128.0
530.0,1285024128.0
531.0,1275024128.0
532.0,1265024128.0
533.0,1255024128.0
534.0,1245024128.0
535.0,1235024128.0
536.0,1225024128.0
537.0,1215024128.0
538.0,1205024128.0
539.0,1195024128.0
540.0,1185024128.0
541.0,1175024128.0
542.0,1165024128.0
543.0,1155024128.0
544.0,1145024128.0
545.0,1135024128.0
546.0,1125024128.0
547.0,1115024128.0
548.0,1105024128.0
549.0,1095024128.0
550.0,1085024128.0
551.0,1075024128.0
552.0,1065024128.0
553.0,1055024128.0
554.0,1045024128.0
555.0,1035024128.0
556.0,1025024128.0
557.0,1015024128.0
558.0,1005024128.0
559.0,995024128.0
560.0,985024128.0
561.0,975024128.0
562.0,965024128.0
563.0,955024128.0
564.0,945024128.0
565.0,935024128.0
566.0,925024128.0
567.0,915024128.0
568.0,905024128.0
569.0,895024128.0
570.0,885024128.0
571.0,875024128.0
572.0,865024128.0
573.0,855024128.0
574.0,845024128.0
575.0,835024128.0
576.0,825024128.0
577.0,815024128.0
578.0,805024128.0
579.0,795024128.0
580.0,785024128.0
581.0,775024128.0
582.0,765024128.0
583.0,755024128.0
584.0,745024128.0
585.0,735024128.0
586.0,725024128.0
587.0,715024128.0
588.0,705024128.0
589.0,695024128.0
590.0,685024128.0
591.0,675024128.0
592.0,665024128.0
593.0,655024128.0
594.0,645024128.0
595.0,635024128.0
596.0,625024128.0
597.0,615024128.0
598.0,605024128.0
599.0,595024128.0
600.0,585024128.0
601.0,575024128.0
602.0,565024128.0
603.0,555024128.0
604.0,545024128.0
605.0,535024128.0
606.0,525024128.0
607.0,515024128.0
608.0,505024128.0
609.0,495024128.0
610.0,485024128.0
611.0,475024128.0
612.0,465024128.0
613.0,455024128.0
614.0,445024128.0
615.0,435024128.0
616.0,425024128.0
617.0,415024128.0
618.0,405024128.0
619.0,395024128.0
620.0,385024128.0
621.0,375024128.0
622.0,365024128.0
623.0,355024128.0
624.0,345024128.0
625.0,335024128.0
626.0,325024128.0
627.0,315024128.0
628.0,305024128.0
629.0,295024128.0
630.0,285024128.0
631.0,275024128.0
632.0,265024128.0
633.0,255024128.0
634.0,245024128.0
635.0,235024128.0
636.0,225024128.0
637.0,215024128.0
638.0,205024128.0
639.0,195024128.0
640.0,185024128.0
641.0,175024128.0
642.0,165024128.0
643.0,155024128.0
644.0,145024128.0
645.0,135024128.0
646.0,125024128.0
647.0,115024128.0
648.0,105024128.0
649.0,95024128.0
650.0,85024128.0
651.0,75024128.0
652.0,65024128.0
653.0,55024128.0
654.0,45024128.0
655.0,35024128.0
656.0,25024128.0
657.0,15024128.0
658.0,5024128.0
659.0,0.0
