vgg16
,multiagg,horovod,butterfly
10.0,42.0812616895911,22.285259431688438,21.69991393152804
25.0,1.913530716160056,16.83257188427752,8.905731538684124
50.0,8.680027483388239,0.7654362864640114,0.6575340703999942
75.0,0.6575259377066609,4.208175296957379,2.2296019981430297
100.0,0.6575258828799943,0.6575258499839942,13.877461289602417
125.0,7.776454501867345,6.989197808913815,0.8487238541714286


vgg16
,multiagg,horovod,butterfly
10.0,5.564000438674426,3.386630091947739,3.001129785782749
25.0,0.8282278507885712,0.8227767708342856,0.8217692796952379
50.0,1.3886735843200346,1.1931385229716966,0.8193369568457143
75.0,0.82102042496,9.124292168685269,4.907679807999323
100.0,4.841080399542429,0.6634907707428571,3.6486283382866236
125.0,2.2062102250063345,2.0421426505144673,0.5664774394514286


resnet-200
,multiagg,horovod,butterfly
10.0,0.5729015710171429,0.5723286702933332,0.9706679408001363
25.0,0.8932054378057703,0.5328993598628571,0.5647560616594286
50.0,4.708854737371444,2.993447996342708,2.522423959771504
75.0,0.6078477197714286,1.884621445119954,1.4052508693942427
100.0,1.1128852818285555,0.5783059450514285,0.5676015439542855
125.0,0.5651762673980951,0.7094655974857111,0.7058794773942825


resnet-200
,multiagg,horovod,butterfly
