"order, bits_sent, raw_edgename"
0,32032.0,logits/logits/biases/read
1,6144.0,mixed_17x17x1280a/branch7x7x3/Conv/BatchNorm/beta/read
2,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_1/BatchNorm/beta/read
3,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_2/BatchNorm/beta/read
4,6144.0,mixed_17x17x1280a/branch7x7x3/Conv_3/BatchNorm/beta/read
5,6144.0,mixed_17x17x1280a/branch3x3/Conv/BatchNorm/beta/read
6,10240.0,mixed_17x17x1280a/branch3x3/Conv_1/BatchNorm/beta/read
7,6144.0,mixed_8x8x2048a/branch_pool/Conv/BatchNorm/beta/read
8,14336.0,mixed_8x8x2048a/branch3x3dbl/Conv/BatchNorm/beta/read
9,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_1/BatchNorm/beta/read
10,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_3/BatchNorm/beta/read
11,12288.0,mixed_8x8x2048a/branch3x3dbl/Conv_2/BatchNorm/beta/read
12,12288.0,mixed_8x8x2048a/branch3x3/Conv/BatchNorm/beta/read
13,12288.0,mixed_8x8x2048a/branch3x3/Conv_2/BatchNorm/beta/read
14,12288.0,mixed_8x8x2048a/branch3x3/Conv_1/BatchNorm/beta/read
15,10240.0,mixed_8x8x2048a/branch1x1/Conv/BatchNorm/beta/read
16,6144.0,mixed_8x8x2048b/branch_pool/Conv/BatchNorm/beta/read
17,14336.0,mixed_8x8x2048b/branch3x3dbl/Conv/BatchNorm/beta/read
18,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_1/BatchNorm/beta/read
19,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_3/BatchNorm/beta/read
20,12288.0,mixed_8x8x2048b/branch3x3dbl/Conv_2/BatchNorm/beta/read
21,12288.0,mixed_8x8x2048b/branch3x3/Conv/BatchNorm/beta/read
22,12288.0,mixed_8x8x2048b/branch3x3/Conv_2/BatchNorm/beta/read
23,12288.0,mixed_8x8x2048b/branch3x3/Conv_1/BatchNorm/beta/read
24,10240.0,mixed_8x8x2048b/branch1x1/Conv/BatchNorm/beta/read
25,64.0,sync_token_q_Dequeue
